Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpFillPct,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,4572.68,415.69818,3.20399,3.37462,4.23525,1.3321,11,-1.0044,-1055,-1055.29,772212,16385,14,0.3,2,75,0,1,1.5,48,300,3,1,GAPFILL,1
0,4572.68,415.69818,3.20399,3.37462,4.23525,1.3321,11,-1.0044,-1055,-1055.29,772211,16385,14,0.3,2,75,0,1,1.5,48,300,3,1,GAPFILL,1
