Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpFillPct,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,4152.87,346.07250,2.93350,2.17432,2.33940,1.8735,12,-1.3925,-1048,-1048.12,772213,16385,14,0.3,2,100,0,1,1.5,48,300,3,1,GAPFILL,1
1,4152.87,346.07250,2.93350,2.17432,2.33940,1.8735,12,-1.3925,-1048,-1048.12,772214,16385,14,0.3,2,100,0,1,1.5,48,300,3,1,GAPFILL,1
