Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpFillPct,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,624.83,124.96600,1.61212,0.33859,0.14086,1.8431,5,-0.9365,-999,-999.26,772216,16385,14,0.3,2,50,0,1,1.5,48,300,3,1,GAPFILL,1
0,624.83,124.96600,1.61212,0.33859,0.14086,1.8431,5,-0.9365,-999,-999.26,772215,16385,14,0.3,2,50,0,1,1.5,48,300,3,1,GAPFILL,1
