Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpFillPct,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,1935.26,215.02889,2.77558,1.24681,1.39967,1.5456,9,-1.0377,-1032,-1032.33,772215,16385,14,0.3,2,50,0,1,1.5,48,300,3,1,GAPFILL,1
1,1935.26,215.02889,2.77558,1.24681,1.39967,1.5456,9,-1.0377,-1032,-1032.33,772216,16385,14,0.3,2,50,0,1,1.5,48,300,3,1,GAPFILL,1
