Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpFillPct,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,4131.81,516.47625,4.94024,1.65235,1.54350,2.4871,8,-1.0194,-1005,-1004.88,772217,16385,14,0.3,2,100,0,1,1.5,48,300,3,1,GAPFILL,1
1,4131.81,516.47625,4.94024,1.65235,1.54350,2.4871,8,-1.0194,-1005,-1004.88,772218,16385,14,0.3,2,100,0,1,1.5,48,300,3,1,GAPFILL,1
