Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpFillPct,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,2072.38,207.23800,1.51706,0.64654,0.73048,3.1170,10,-0.9965,-2017,-2017.26,772220,16385,14,0.3,2,100,0,1,1.5,48,300,3,1,GAPFILL,1
0,2072.38,207.23800,1.51706,0.64654,0.73048,3.1170,10,-0.9965,-2017,-2017.26,772219,16385,14,0.3,2,100,0,1,1.5,48,300,3,1,GAPFILL,1
