Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpFillPct,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,631.74,210.58000,1.62000,0.43988,0.15860,1.4359,3,-1.0121,-1004,-1004.26,772218,16385,14,0.3,2,100,0,1,1.5,48,300,3,1,GAPFILL,1
0,631.74,210.58000,1.62000,0.43988,0.15860,1.4359,3,-1.0121,-1004,-1004.26,772217,16385,14,0.3,2,100,0,1,1.5,48,300,3,1,GAPFILL,1
