Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpTP_R,InpAllowLong,InpAllowShort,InpTF,InpLinRegLen,InpPlotMode,InpPlotLen,InpCciPeriod,InpPivotL,InpPivotR,InpPivotSource,InpMaxPivotDist,InpDivMaxBars,InpDivDieOnFail,InpHourStart,InpHourEnd,InpPrevBars,InpEntryWindowBars,InpMarketIfTooClose,InpSLBufferPts,InpWarmupBars,InpMaxSpreadPts,InpRiskPercent,InpMagic,InpComment,InpVerbose
4,157.47,11.24786,1.25671,0.46651,0.44127,3.3260,14,-1.0456,-196,-195.53,1.0,0,1,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,500,30,1,772401,EZ TREND,1
5,551.72,39.40857,1.87901,1.66743,1.08654,3.2146,14,-1.0658,-208,-208.33,1.5,0,1,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,500,30,1,772401,EZ TREND,1
2,-179.74,-16.34000,0.71759,-0.34064,-0.31038,5.2233,11,-1.2792,-311,-310.74,1.0,1,0,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,500,30,1,772401,EZ TREND,1
3,-404.24,-40.42400,0.47675,-0.68775,-0.31236,5.7718,10,-1.4173,-535,-535.07,1.5,1,0,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,500,30,1,772401,EZ TREND,1
6,-107.63,-5.38150,0.89529,-0.14622,-0.35462,7.2181,20,-1.2926,-518,-517.54,1.0,1,1,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,500,30,1,772401,EZ TREND,1
7,-62.16,-3.27158,0.94743,-0.10307,-0.12918,5.8414,19,-1.4123,-440,-440.37,1.5,1,1,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,500,30,1,772401,EZ TREND,1
