motore,simbolo,tf,etichetta,cartella,vicino,is_passate,is_uniche,is_pf_med,is_pf_max,is_trades_med,is_trades_max,is_dd_med,is_profit_med,is_dd_max,is_profit_max,oos_passate,oos_uniche,oos_pf_med,oos_pf_max,oos_trades_med,oos_trades_max,oos_dd_med,oos_profit_med,oos_dd_max,oos_profit_max,unica_passate,unica_uniche,unica_pf_med,unica_pf_max,unica_trades_med,unica_trades_max,unica_dd_med,unica_profit_med,unica_dd_max,unica_profit_max,file
SupRev,DAX,H1,Ottimizzato_D30EUR_ohlc,backtest_pipeline/risultati_prove/ABTG_SupRev_DAX_H1_Ottimizzato,no,11,11,0.66618,5.71129,181,28,10.2537,-878.87,1.9458,689.45,11,11,0.74279,2.28689,34,34,3.1912,-149.46,1.7354,293.09,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupRev_DAX_H1_Ottimizzato/ABTG_SupRev_DAX_H1_Ottimizzato_D30EUR_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_SupRev_DAX_H1_Ottimizzato/ABTG_SupRev_DAX_H1_Ottimizzato_D30EUR_OOS_ohlc.csv
EasyTrend,EURGBP,H1,r48a,backtest_pipeline/risultati_prove/ABTG_EasyTrend/r48,no,6,6,0.89529,1.87901,20,14,7.2181,-107.63,3.2146,551.72,6,6,0.74079,1.86702,44,22,9.8564,-634.82,3.1083,835.63,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_EasyTrend/r48/ABTG_EasyTrend_EURGBP_IS_r48a.csv;backtest_pipeline/risultati_prove/ABTG_EasyTrend/r48/ABTG_EasyTrend_EURGBP_OOS_r48a.csv
Apertura,NASDAQ,[NON MISURATO],US_NASUSD_r84g,backtest_pipeline/risultati_archivio/r84_csv,no,2,1,0.84823,0.84823,72,72,9.6117,-213.96,9.6117,-213.96,2,1,0.73861,0.73861,169,169,13.018,-993.91,13.018,-993.91,,,,,,,,,,,backtest_pipeline/risultati_archivio/r84_csv/ABTG_Nasdaq_Apertura_US_NASUSD_IS_r84g.csv;backtest_pipeline/risultati_archivio/r84_csv/ABTG_Nasdaq_Apertura_US_NASUSD_OOS_r84g.csv
SondaOrologio,D30EUR,[NON MISURATO],11_long,backtest_pipeline/risultati_archivio/orologio_indici_csv,no,66,66,0.98564,1067.95238,22,6,2.2072,-41.44,0.2336,448.12,69,67,0.73613,2.54267,42,34,1.4135,-604.14,0.6074,1765.52,,,,,,,,,,,backtest_pipeline/risultati_archivio/orologio_indici_csv/ABTG_SondaOrologio_D30EUR_IS_11_d30eur_long.csv;backtest_pipeline/risultati_archivio/orologio_indici_csv/ABTG_SondaOrologio_D30EUR_OOS_11_d30eur_long.csv
SupRev,DOW,H1,Ottimizzato_U30USD,backtest_pipeline/risultati_prove/ABTG_SupRev_DOW_H1_Ottimizzato,no,11,11,0.76789,4.75824,292,35,10.7279,-871.56,2.213,768.56,10,10,0.73247,1.94069,656,46,22.3251,-2065.49,3.2484,584.61,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupRev_DOW_H1_Ottimizzato/ABTG_SupRev_DOW_H1_Ottimizzato_U30USD_IS.csv;backtest_pipeline/risultati_prove/ABTG_SupRev_DOW_H1_Ottimizzato/ABTG_SupRev_DOW_H1_Ottimizzato_U30USD_OOS.csv
SuperWave,DAX,H4,Ottimizzato_D30EUR_ohlc,backtest_pipeline/risultati_prove/ABTG_SuperWave_DAX_H4_Ottimizzato,no,10,10,0.59879,89.35583,20,4,6.4164,-234.87,3.6648,288.04,11,11,0.71876,1.08194,160,48,11.0181,-633.11,3.1568,73.51,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave_DAX_H4_Ottimizzato/ABTG_SuperWave_DAX_H4_Ottimizzato_D30EUR_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_SuperWave_DAX_H4_Ottimizzato/ABTG_SuperWave_DAX_H4_Ottimizzato_D30EUR_OOS_ohlc.csv
SupRev,DAX,H1,Ottimizzato_D30EUR,backtest_pipeline/risultati_prove/ABTG_SupRev_DAX_H1_Ottimizzato,no,11,11,0.60695,4.83331,181,28,12.0016,-1097.14,1.9143,566.87,11,11,0.70331,2.1814,34,34,3.2296,-178.94,1.7207,274.84,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupRev_DAX_H1_Ottimizzato/ABTG_SupRev_DAX_H1_Ottimizzato_D30EUR_IS.csv;backtest_pipeline/risultati_prove/ABTG_SupRev_DAX_H1_Ottimizzato/ABTG_SupRev_DAX_H1_Ottimizzato_D30EUR_OOS.csv
GoldenCross,USDCHF,[NON MISURATO],ohlc,backtest_pipeline/risultati_prove/ABTG_GoldenCross,no,2,1,1.48923,1.48923,44,44,3.2483,351.67,3.2483,351.67,2,1,0.69969,0.69969,63,63,9.333,-500.56,9.333,-500.56,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_GoldenCross/ABTG_GoldenCross_USDCHF_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_GoldenCross/ABTG_GoldenCross_USDCHF_OOS_ohlc.csv
IBRetest,U30USD,[NON MISURATO],P0,backtest_pipeline/risultati_prove/ABTG_IBRetest,no,2,1,0.38242,0.38242,42,42,7.3813,-723.09,7.3813,-723.09,2,1,0.69663,0.69663,53,53,7.6123,-364.88,7.6123,-364.88,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_IBRetest/ABTG_IBRetest_U30USD_IS_P0_IBRETEST.csv;backtest_pipeline/risultati_prove/ABTG_IBRetest/ABTG_IBRetest_U30USD_OOS_P0_IBRETEST.csv
GoldenCross_Ottimizzato,U30USD,[NON MISURATO],r4,backtest_pipeline/risultati_prove/ABTG_GoldenCross_Ottimizzato,no,2,1,1.02632,1.02632,31,31,2.7117,15.08,2.7117,15.08,2,1,0.69626,0.69626,63,63,6.7413,-519.48,6.7413,-519.48,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_GoldenCross_Ottimizzato/ABTG_GoldenCross_Ottimizzato_U30USD_IS_r4.csv;backtest_pipeline/risultati_prove/ABTG_GoldenCross_Ottimizzato/ABTG_GoldenCross_Ottimizzato_U30USD_OOS_r4.csv
SuperWave,NASUSD,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_SuperWave,no,,,,,,,,,,,11,11,0.69583,1.92903,108,2,3.1886,-269.86,1.8216,97.66,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_NASUSD_OOS_ohlc.csv
SuperWave,DAX,H4,Ottimizzato_D30EUR,backtest_pipeline/risultati_prove/ABTG_SuperWave_DAX_H4_Ottimizzato,no,10,10,0.60812,3201.11111,250,8,11.7315,-1107.05,1.3175,288.01,11,11,0.69316,1.06412,160,48,11.1622,-703.73,3.2179,58.17,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave_DAX_H4_Ottimizzato/ABTG_SuperWave_DAX_H4_Ottimizzato_D30EUR_IS.csv;backtest_pipeline/risultati_prove/ABTG_SuperWave_DAX_H4_Ottimizzato/ABTG_SuperWave_DAX_H4_Ottimizzato_D30EUR_OOS.csv
SupRev,DAX,H4,Ottimizzato_D30EUR,backtest_pipeline/risultati_prove/ABTG_SupRev_DAX_H4_Ottimizzato,no,11,11,0.65563,4.30195,191,26,14.2386,-984.97,1.9267,464.32,11,11,0.6885,15.14725,648,15,29.9913,-2802.38,1.9869,280.54,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupRev_DAX_H4_Ottimizzato/ABTG_SupRev_DAX_H4_Ottimizzato_D30EUR_IS.csv;backtest_pipeline/risultati_prove/ABTG_SupRev_DAX_H4_Ottimizzato/ABTG_SupRev_DAX_H4_Ottimizzato_D30EUR_OOS.csv
SuperWave,NASUSD,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ABTG_SuperWave,backtest_pipeline/risultati_prove/ABTG_SuperWave,no,,,,,,,,,,,11,11,0.6877,1.93114,108,2,3.2259,-278.56,1.814,97.9,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_NASUSD_OOS.csv
BreakingBand,EURUSD,H1,r33,backtest_pipeline/risultati_prove/ABTG_BreakingBand/r33,no,3,3,1.21191,53.77574,14,4,1.765,56.09,0.7727,143.55,3,3,0.68478,3.86988,28,13,2.988,-211.95,1.2476,203.36,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_BreakingBand/r33/ABTG_BreakingBand_EURUSD_IS_r33.csv;backtest_pipeline/risultati_prove/ABTG_BreakingBand/r33/ABTG_BreakingBand_EURUSD_OOS_r33.csv
Apertura,NASDAQ,[NON MISURATO],US_NASUSD_r84e,backtest_pipeline/risultati_archivio/r84_csv,no,2,1,1.38523,1.38523,104,104,6.9178,606.87,6.9178,606.87,2,1,0.68132,0.68132,202,202,15.6567,-1455.54,15.6567,-1455.54,,,,,,,,,,,backtest_pipeline/risultati_archivio/r84_csv/ABTG_Nasdaq_Apertura_US_NASUSD_IS_r84e.csv;backtest_pipeline/risultati_archivio/r84_csv/ABTG_Nasdaq_Apertura_US_NASUSD_OOS_r84e.csv
SupertrendReversal,GBPJPY,H4,r21,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,12,12,1.57933,3.7463,19,32,2.2925,182.25,1.4038,403.13,12,12,0.66612,1.78485,33,40,5.9374,-285.42,4.2927,482.34,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_GBPJPY_IS_r21.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_GBPJPY_OOS_r21.csv
SupertrendReversal,GBPJPY,H4,r21,backtest_pipeline/risultati_prove/SupRev_H4_r21,no,12,12,1.57933,3.7463,19,32,2.2925,182.25,1.4038,403.13,12,12,0.66612,1.78485,33,40,5.9374,-285.42,4.2927,482.34,,,,,,,,,,,backtest_pipeline/risultati_prove/SupRev_H4_r21/ABTG_SupertrendReversal_GBPJPY_IS_r21.csv;backtest_pipeline/risultati_prove/SupRev_H4_r21/ABTG_SupertrendReversal_GBPJPY_OOS_r21.csv
AltaVelocita,GBPUSD,[NON MISURATO],ohlc_v2h4,backtest_pipeline/risultati_prove/ABTG_AltaVelocita,no,4,3,0.63668,0.70366,22,108,6.2398,-303.39,14.7076,-1171.61,4,3,0.65073,0.69525,12,166,3.6157,-148.83,18.9232,-1598.48,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/ABTG_AltaVelocita_GBPUSD_IS_ohlc_v2h4.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/ABTG_AltaVelocita_GBPUSD_OOS_ohlc_v2h4.csv
EMA200,GBPJPY,MISTO(H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ABTG_EMA200,backtest_pipeline/risultati_prove/ABTG_EMA200,no,,,,,,,,,,,10,10,0.65008,349.76038,624,32,28.4892,-2316.86,0.9664,1091.62,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_EMA200/ABTG_EMA200_GBPJPY_OOS.csv
PTE,225JPY,MISTO(H1/H2/H3/H4),ABTG_PTE,backtest_pipeline/risultati_prove/ABTG_PTE,no,16,16,0.96481,5.17921,13,9,3.424,-17.68,1.3971,438.65,16,16,0.6457,761.94366,20,16,5.575,-276.17,0.9825,540.27,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_225JPY_IS.csv;backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_225JPY_OOS.csv
PTE,225JPY,MISTO(H1/H2/H3/H4),ohlc,backtest_pipeline/risultati_prove/ABTG_PTE,no,16,16,1.00072,5.20726,30,9,4.0386,0.72,1.4412,441.51,16,16,0.64537,8.6308,19,15,6.904,-308.0,2.4601,789.33,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_225JPY_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_225JPY_OOS_ohlc.csv
PTE,SPXUSD,MISTO(H1/H2/H3/H4),ohlc,backtest_pipeline/risultati_prove/ABTG_PTE,no,16,15,0.37285,0.85917,4,17,2.4359,-123.8,3.1296,-48.43,16,14,0.64214,2.35393,32,10,7.6334,-467.83,2.6781,284.0,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_SPXUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_SPXUSD_OOS_ohlc.csv
AltaVelocita,GBPUSD,[NON MISURATO],ohlc_v11,backtest_pipeline/risultati_prove/ABTG_AltaVelocita,no,4,4,0.71742,1.00249,62,134,8.5311,-645.92,13.5585,13.25,4,4,0.63342,0.76186,94,213,12.6141,-1257.85,24.0059,-1659.35,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/ABTG_AltaVelocita_GBPUSD_IS_ohlc_v11.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/ABTG_AltaVelocita_GBPUSD_OOS_ohlc_v11.csv
AltaVelocita,GBPUSD,[NON MISURATO],ohlc,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11,no,4,4,0.71742,1.00249,62,134,8.5311,-645.92,13.5585,13.25,4,4,0.63342,0.76186,94,213,12.6141,-1257.85,24.0059,-1659.35,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11/ABTG_AltaVelocita_GBPUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11/ABTG_AltaVelocita_GBPUSD_OOS_ohlc.csv
ORB_Ottimizzato,EURUSD,[NON MISURATO],r45b,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r45,no,8,8,0.7613,0.87218,227,261,14.0386,-889.63,11.4171,-498.05,8,8,0.63277,0.82487,323,399,17.5749,-1561.44,16.5479,-953.34,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r45/ABTG_ORB_Ottimizzato_EURUSD_IS_r45b.csv;backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r45/ABTG_ORB_Ottimizzato_EURUSD_OOS_r45b.csv
SupertrendReversal,E35EUR,H1,r18,backtest_pipeline/risultati_prove/SupRev_IBEX_r18,no,12,8,1.12961,1.85044,24,43,0.881,16.95,0.945,178.6,12,12,0.6262,0.92257,32,52,1.4749,-86.22,3.4397,-43.79,,,,,,,,,,,backtest_pipeline/risultati_prove/SupRev_IBEX_r18/ABTG_SupertrendReversal_E35EUR_IS_r18.csv;backtest_pipeline/risultati_prove/SupRev_IBEX_r18/ABTG_SupertrendReversal_E35EUR_OOS_r18.csv
Apertura_3Ingressi,NASUSD,[NON MISURATO],r83n1,backtest_pipeline/risultati_archivio/r83_csv,no,2,1,0.94654,0.94654,187,187,9.7112,-178.21,9.7112,-178.21,2,1,0.62394,0.62394,303,303,29.137,-2411.28,29.137,-2411.28,,,,,,,,,,,backtest_pipeline/risultati_archivio/r83_csv/ABTG_Apertura_3Ingressi_NASUSD_IS_r83n1.csv;backtest_pipeline/risultati_archivio/r83_csv/ABTG_Apertura_3Ingressi_NASUSD_OOS_r83n1.csv
SuperWave,D30EUR,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_SuperWave,no,,,,,,,,,,,11,11,0.61831,1.12914,53,579,7.421,-428.48,6.8276,813.83,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_D30EUR_OOS_ohlc.csv
Apertura,NASDAQ,[NON MISURATO],US_NASUSD_r43b,backtest_pipeline/risultati_prove/aperture_r43,no,8,8,0.89089,1.04796,165,168,12.5142,-505.15,6.6936,183.37,8,8,0.61313,0.66629,235,225,28.812,-2689.78,25.2915,-2200.81,,,,,,,,,,,backtest_pipeline/risultati_prove/aperture_r43/ABTG_Nasdaq_Apertura_US_NASUSD_IS_r43b.csv;backtest_pipeline/risultati_prove/aperture_r43/ABTG_Nasdaq_Apertura_US_NASUSD_OOS_r43b.csv
SuperWave,D30EUR,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ABTG_SuperWave,backtest_pipeline/risultati_prove/ABTG_SuperWave,no,,,,,,,,,,,11,11,0.61282,1.05444,53,46,7.3808,-438.46,3.2699,46.85,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_D30EUR_OOS.csv
PTE,GBPUSD,MISTO(H1/H2/H3/H4),r58,backtest_pipeline/risultati_prove/tick_reali_r58,no,16,14,1.26162,7.24954,6,25,2.5768,540.71,2.0371,7544.94,16,16,0.61128,1.45644,12,55,4.1267,-2401.02,3.0457,3166.5,,,,,,,,,,,backtest_pipeline/risultati_prove/tick_reali_r58/ABTG_PTE_GBPUSD_IS_r58.csv;backtest_pipeline/risultati_prove/tick_reali_r58/ABTG_PTE_GBPUSD_OOS_r58.csv
AltaVelocita,GBPUSD,[NON MISURATO],ohlc,backtest_pipeline/risultati_prove/ABTG_AltaVelocita,no,4,4,0.71804,0.85363,142,184,15.1783,-1293.5,18.5138,-975.33,4,4,0.61045,0.69881,135,259,16.8301,-1679.6,29.6,-2348.59,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/ABTG_AltaVelocita_GBPUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/ABTG_AltaVelocita_GBPUSD_OOS_ohlc.csv
AltaVelocita,GBPUSD,[NON MISURATO],ohlc,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick,no,4,4,0.71804,0.85363,142,184,15.1783,-1293.5,18.5138,-975.33,4,4,0.61045,0.69881,135,259,16.8301,-1679.6,29.6,-2348.59,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick/ABTG_AltaVelocita_GBPUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick/ABTG_AltaVelocita_GBPUSD_OOS_ohlc.csv
ORB_Ottimizzato,GBPUSD,[NON MISURATO],r45c,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r45,no,8,8,0.69525,0.71445,208,262,9.9098,-848.78,13.1488,-1128.61,8,8,0.60543,0.67116,286,383,20.2045,-1893.82,23.6879,-1918.88,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r45/ABTG_ORB_Ottimizzato_GBPUSD_IS_r45c.csv;backtest_pipeline/risultati_prove/ABTG_ORB_Ottimizzato/r45/ABTG_ORB_Ottimizzato_GBPUSD_OOS_r45c.csv
larry,GBPJPY,H1,notte,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte,no,3,3,0.71365,1.301,28,18,6.3304,-364.75,3.074,200.88,3,3,0.5968,2.00333,29,20,7.0479,-673.24,2.696,614.89,12,12,0.92724,1.96291,56,28,11.3184,-202.59,3.3385,570.09,backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/scan_larry_GBPJPY.csv;backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/wf_larry_GBPJPY_IS.csv;backtest_pipeline/risultati_prove/ABTG_PunteLarry/notte/wf_larry_GBPJPY_OOS.csv
IBRetest,NASUSD,[NON MISURATO],P0IBRTNAS,backtest_pipeline/risultati_prove/ibretest_p0,no,2,1,0.56297,0.56297,35,35,5.8012,-441.72,5.8012,-441.72,2,1,0.59292,0.59292,49,49,5.3076,-419.15,5.3076,-419.15,,,,,,,,,,,backtest_pipeline/risultati_prove/ibretest_p0/ABTG_IBRetest_NASUSD_IS_P0IBRTNAS.csv;backtest_pipeline/risultati_prove/ibretest_p0/ABTG_IBRetest_NASUSD_OOS_P0IBRTNAS.csv
EasyTrend,EURCAD,H1,ohlc_cal,backtest_pipeline/risultati_prove/ABTG_EasyTrend/cal,no,9,9,0.73401,4.0291,23,11,8.1032,-334.27,2.0229,638.05,9,9,0.59017,0.73578,33,25,8.88,-804.32,7.7424,-378.84,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_EasyTrend/cal/ABTG_EasyTrend_EURCAD_IS_ohlc_cal.csv;backtest_pipeline/risultati_prove/ABTG_EasyTrend/cal/ABTG_EasyTrend_EURCAD_OOS_ohlc_cal.csv
SupertrendReversal,CHFJPY,H4,r21,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,12,12,0.75398,1.98847,52,28,5.0282,-210.67,2.4893,308.5,12,12,0.58172,0.84317,14,51,3.4103,-121.93,5.1776,-165.04,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_CHFJPY_IS_r21.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_CHFJPY_OOS_r21.csv
SupertrendReversal,CHFJPY,H4,r21,backtest_pipeline/risultati_prove/SupRev_H4_r21,no,12,12,0.75398,1.98847,52,28,5.0282,-210.67,2.4893,308.5,12,12,0.58172,0.84317,14,51,3.4103,-121.93,5.1776,-165.04,,,,,,,,,,,backtest_pipeline/risultati_prove/SupRev_H4_r21/ABTG_SupertrendReversal_CHFJPY_IS_r21.csv;backtest_pipeline/risultati_prove/SupRev_H4_r21/ABTG_SupertrendReversal_CHFJPY_OOS_r21.csv
AltaVelocita,GBPUSD,[NON MISURATO],ABTG_AltaVelocita,backtest_pipeline/risultati_prove/ABTG_AltaVelocita,no,4,4,0.66877,0.82103,141,180,16.7971,-1551.73,20.0851,-1191.76,4,4,0.57591,0.63743,132,203,18.7659,-1876.59,24.2644,-2239.32,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/ABTG_AltaVelocita_GBPUSD_IS.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/ABTG_AltaVelocita_GBPUSD_OOS.csv
AltaVelocita,GBPUSD,[NON MISURATO],alta_v_tick,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick,no,4,4,0.66877,0.82103,141,180,16.7971,-1551.73,20.0851,-1191.76,4,4,0.57591,0.63743,132,203,18.7659,-1876.59,24.2644,-2239.32,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick/ABTG_AltaVelocita_GBPUSD_IS.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick/ABTG_AltaVelocita_GBPUSD_OOS.csv
AltaVelocita,AUDUSD,[NON MISURATO],ohlc,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick,no,4,4,0.44283,0.61095,171,79,33.4976,-3123.6,13.5477,-907.79,4,4,0.54389,0.66296,167,265,26.4498,-2236.66,26.5628,-2454.43,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick/ABTG_AltaVelocita_AUDUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_tick/ABTG_AltaVelocita_AUDUSD_OOS_ohlc.csv
AltaVelocita,AUDUSD,[NON MISURATO],ohlc,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11,no,4,4,0.44283,0.61095,171,79,33.4976,-3123.6,13.5477,-907.79,4,4,0.54389,0.66296,167,265,26.4498,-2236.66,26.5628,-2454.43,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11/ABTG_AltaVelocita_AUDUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_AltaVelocita/alta_v_v11/ABTG_AltaVelocita_AUDUSD_OOS_ohlc.csv
SuperWave,GBPJPY,MISTO(H1/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_SuperWave,no,,,,,,,,,,,9,9,0.53164,2.04416,393,142,17.5997,-1624.12,1.6564,844.8,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_GBPJPY_OOS_ohlc.csv
WOL,USDJPY,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_WOL,no,11,11,0.37191,1.07294,41,22,0.2328,-12.21,0.1405,0.93,11,11,0.51724,131.98148,11,4,0.0105,-0.7,0.1307,70.73,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_WOL/ABTG_WOL_USDJPY_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_WOL/ABTG_WOL_USDJPY_OOS_ohlc.csv
SupertrendReversal,XAGUSD,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,11,11,0.61144,2457.75,8,2,0.6868,-23.1,0.5251,98.27,11,11,0.51693,2.15676,31,22,4.8864,-315.26,7.2951,400.33,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_XAGUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_XAGUSD_OOS_ohlc.csv
SupertrendReversal,XAGUSD,MISTO(D1/H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ABTG_SupertrendReversal,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal,no,11,11,0.61177,2473.5,8,2,0.6816,-23.15,0.5064,98.9,11,11,0.51391,2.18726,31,13,4.9943,-323.92,6.9106,448.63,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_XAGUSD_IS.csv;backtest_pipeline/risultati_prove/ABTG_SupertrendReversal/ABTG_SupertrendReversal_XAGUSD_OOS.csv
PTE,GBPUSD,MISTO(H1/H2/H3/H4),ohlc,backtest_pipeline/risultati_prove/ABTG_PTE,no,16,13,29.43891,138.2695,25,8,1.3137,668.03,1.0824,387.1,16,16,0.48557,1.54321,10,51,3.9933,-309.0,3.0256,371.81,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_GBPUSD_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_GBPUSD_OOS_ohlc.csv
PTE,GBPUSD,MISTO(H1/H2/H3/H4),ABTG_PTE,backtest_pipeline/risultati_prove/ABTG_PTE,no,16,13,40.82862,106.70476,20,20,0.8902,478.74,1.5887,1109.9,16,16,0.47284,1.45182,10,51,4.0442,-317.35,3.0198,310.56,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_GBPUSD_IS.csv;backtest_pipeline/risultati_prove/ABTG_PTE/ABTG_PTE_GBPUSD_OOS.csv
SuperWave,225JPY,MISTO(H1/H12/H2/H3/H4/H6/H8/M15/M20/M30),ohlc,backtest_pipeline/risultati_prove/ABTG_SuperWave,no,10,10,1.47119,4.02365,21,3,0.9086,46.28,0.1542,35.8,10,10,0.47091,1.31081,11,279,0.917,-45.02,1.7807,437.7,,,,,,,,,,,backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_225JPY_IS_ohlc.csv;backtest_pipeline/risultati_prove/ABTG_SuperWave/ABTG_SuperWave_225JPY_OOS_ohlc.csv
