file: C:\Users\Master\abtg_storico_indici\NASUSD_M1.csv
barre M1: 5233590
anni scaricati: 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025 2026

--- prime righe ---
Time,Open,High,Low,Close,Volume
2010.11.14 18:01,2135.000000,2135.000000,2134.500000,2134.500000,0
2010.11.14 18:02,2134.000000,2134.500000,2134.000000,2134.250000,0
2010.11.14 18:03,2134.000000,2134.500000,2134.000000,2134.500000,0
2010.11.14 18:04,2135.000000,2135.000000,2135.000000,2135.000000,0
2010.11.14 18:05,2135.000000,2135.750000,2135.000000,2135.750000,0

--- ultime righe ---
2026.07.31 16:11,28271.919000,28276.353000,28266.397000,28267.864000,0
2026.07.31 16:12,28268.076000,28275.689000,28265.820000,28269.208000,0
2026.07.31 16:13,28269.432000,28279.399000,28269.432000,28272.632000,0
