Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTP1Pct,InpUsaGuardian,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP_RR,InpTP1_ATRmult,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
2,23321.47,45.10923,1.52365,2.53681,8.16765,7.8323,517,50,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136C,0,20,786300,0,1,0
0,15218.87,92.23558,1.28144,0.90770,3.00589,13.9367,165,0,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136C,0,20,786300,0,1,0
3,23442.84,49.77248,1.52560,2.54772,8.22110,7.8246,471,75,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136C,0,20,786300,0,1,0
1,23081.23,38.34091,1.51843,2.50791,8.07186,7.8654,602,25,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136C,0,20,786300,0,1,0
