Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTP1_ATRmult,InpUsaGuardian,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP_RR,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
3,-2303.91,-12.06236,0.89988,-0.46685,-1.85767,4.9085,191,0.75,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136B,0,20,786200,0,1,0
0,4585.40,19.34768,1.20110,0.78806,3.77377,5.7325,237,0.00,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136B,0,20,786200,0,1,0
1,-73.01,-0.28972,0.99392,-0.02328,-0.12474,3.0756,252,0.25,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136B,0,20,786200,0,1,0
4,-3237.19,-19.61933,0.86890,-0.53947,-2.26130,5.9873,165,1.00,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136B,0,20,786200,0,1,0
2,238.83,1.08068,1.01379,0.07560,0.26578,3.1424,221,0.50,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136B,0,20,786200,0,1,0
5,-4286.67,-27.47865,0.83743,-0.59790,-2.76612,7.1396,156,1.25,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136B,0,20,786200,0,1,0
6,-6819.91,-46.39395,0.76200,-0.76566,-3.94028,8.8973,147,1.50,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136B,0,20,786200,0,1,0
