Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpUsaGuardian,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP_RR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
3,23321.47,45.10923,1.52365,2.53681,8.16765,7.8323,517,16385,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
0,-9455.87,-4.68112,0.95408,-0.31031,-2.05887,26.3396,2020,15,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
1,-26414.93,-16.08705,0.83338,-0.81991,-5.00000,30.7078,1642,20,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
4,4094.51,15.39289,1.17278,0.62129,2.14289,6.1206,266,16386,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
5,-1518.71,-8.93359,0.90825,-0.16407,-1.29731,9.0028,170,16387,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
2,-11403.85,-8.99357,0.90713,-0.70672,-2.81797,15.8669,1268,30,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
6,4604.21,39.69147,1.42483,1.02529,4.55735,4.4497,116,16388,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
