Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpUsaGuardian,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP_RR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
3,4585.40,19.34768,1.20110,0.78806,3.77377,5.7325,237,16385,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
0,-23264.36,-19.91812,0.77131,-0.83245,-5.00000,27.7681,1168,15,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
1,10071.18,10.97078,1.11669,1.00711,3.68206,9.1277,918,20,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
4,14274.61,112.39850,2.59887,5.87493,15.35257,2.4225,127,16386,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
5,4111.89,114.21917,2.15163,1.88853,9.62699,2.1772,36,16387,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
2,1845.29,3.63246,1.03404,0.15375,0.94699,10.9172,508,30,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
6,1698.05,65.30962,1.66012,0.70326,7.70504,2.3651,26,16388,1,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,COLLAUDO EMADOW asse TF,0,20,766650,0,1,1
