Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTP_RR,InpUsaGuardian,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
2,1451.54,1.09882,1.13222,1.31139,0.93781,11.0476,1321,2.5,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.4,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139B,0,20,771561,0,1,1
0,1397.66,1.08178,1.12701,1.34319,0.92599,10.3857,1292,1.5,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.4,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139B,0,20,771561,0,1,1
3,1525.62,1.15490,1.13869,1.40915,0.97835,10.8059,1321,3.0,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.4,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139B,0,20,771561,0,1,1
1,1522.35,1.15680,1.13781,1.51153,0.98183,10.0524,1316,2.0,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.4,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139B,0,20,771561,0,1,1
