Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTP_RR,InpUsaGuardian,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
0,-1684.18,-1.96750,0.80318,-0.79432,-1.92115,20.3244,856,1.5,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.4,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139B,0,20,771561,0,1,1
2,-1415.07,-1.61907,0.83704,-0.75239,-1.54475,17.9773,874,2.5,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.4,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139B,0,20,771561,0,1,1
1,-1441.55,-1.65695,0.83412,-0.74808,-1.58660,18.3847,870,2.0,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.4,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139B,0,20,771561,0,1,1
3,-1403.75,-1.60429,0.83825,-0.75828,-1.51981,17.7260,875,3.0,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.4,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139B,0,20,771561,0,1,1
