Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTP_RR,InpUsaGuardian,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
2,-1388.56,-1.81038,0.80272,-0.88581,-1.60010,15.6058,767,2.5,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.5,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139A,0,20,771560,0,1,1
0,-1528.97,-2.01978,0.78043,-0.89866,-1.84087,16.9381,757,1.5,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.5,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139A,0,20,771560,0,1,1
3,-1362.92,-1.77464,0.80666,-0.88391,-1.56352,15.3506,768,3.0,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.5,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139A,0,20,771560,0,1,1
1,-1384.64,-1.81711,0.80291,-0.88552,-1.59561,15.5668,762,2.0,1,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.25,0.5,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,R139A,0,20,771560,0,1,1
