Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLatr,InpUsaGuardian,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpMinRR,InpTP_RR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
0,2505.32,11.98718,1.07313,0.44302,1.90205,5.5362,209,0.4,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136A,0,20,786100,0,1,0
3,4585.40,19.34768,1.20110,0.78806,3.77377,5.7325,237,1.0,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136A,0,20,786100,0,1,0
1,4309.12,19.85770,1.14545,0.75262,3.24994,5.5099,217,0.6,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136A,0,20,786100,0,1,0
4,5205.39,21.07445,1.25497,1.08317,4.59067,4.7266,247,1.2,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136A,0,20,786100,0,1,0
2,4819.42,20.86329,1.18890,0.93199,3.68414,5.1313,231,0.8,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136A,0,20,786100,0,1,0
5,4018.76,16.60645,1.21824,0.92697,3.62907,4.2725,242,1.4,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136A,0,20,786100,0,1,0
6,1302.12,5.40299,1.07195,0.27041,1.30611,4.7553,241,1.6,1,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.2,0.3,1,6,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200R136A,0,20,786100,0,1,0
