Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
2,-336.47,-7.64705,0.88050,-0.29551,-1.26947,10.6054,44,-1.4463,-616,-616.19,0,1,16388,1,1.5,0.2,14,0,100,500,300,3,1,772311,COST,1
1,719.25,16.34659,1.29785,1.40476,2.18005,5.0235,44,-1.8391,-495,-495.04,1,0,16388,1,1.5,0.2,14,0,100,500,300,3,1,772311,COST,1
3,624.62,9.75969,1.16219,0.57884,1.22206,9.2790,64,-1.8866,-784,-784.40,1,1,16388,1,1.5,0.2,14,0,100,500,300,3,1,772311,COST,1
