Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
2,-1899.07,-21.58034,0.58649,-0.88347,-5.00000,21.3972,88,-1.7875,-524,-524.30,0,1,16388,0,1.5,0.2,14,0,100,500,300,3,1,772311,COST,1
1,-395.29,-5.20118,0.86390,-0.44133,-1.15064,8.7432,76,-1.6121,-605,-605.19,1,0,16388,0,1.5,0.2,14,0,100,500,300,3,1,772311,COST,1
3,-1171.53,-9.44782,0.78851,-0.85130,-2.13432,13.6987,124,-1.8092,-501,-500.60,1,1,16388,0,1.5,0.2,14,0,100,500,300,3,1,772311,COST,1
