Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMaxBarsHold,InpUsaGuardian,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose,InpLogImbuto
4,13368.74,87.37739,1.17686,1.17244,0.60671,10.9946,153,-4.2160,-7501,-7500.71,125,1,16388,2,1.5,0.2,14,0,500,1,0,300,3,1,779430,R127C OROLOGIO,0,1
0,17447.91,108.37211,1.21956,1.38221,0.87464,12.1716,161,-3.6894,-7991,-7990.76,25,1,16388,2,1.5,0.2,14,0,500,1,0,300,3,1,779430,R127C OROLOGIO,0,1
5,13368.74,87.37739,1.17686,1.17244,0.60671,10.9946,153,-4.2160,-7501,-7500.71,150,1,16388,2,1.5,0.2,14,0,500,1,0,300,3,1,779430,R127C OROLOGIO,0,1
1,11230.41,73.40137,1.14827,0.98491,0.51793,10.9946,153,-4.2141,-7501,-7500.71,50,1,16388,2,1.5,0.2,14,0,500,1,0,300,3,1,779430,R127C OROLOGIO,0,1
6,13368.74,87.37739,1.17686,1.17244,0.60671,10.9946,153,-4.2160,-7501,-7500.71,175,1,16388,2,1.5,0.2,14,0,500,1,0,300,3,1,779430,R127C OROLOGIO,0,1
2,13368.74,87.37739,1.17686,1.17244,0.60671,10.9946,153,-4.2160,-7501,-7500.71,75,1,16388,2,1.5,0.2,14,0,500,1,0,300,3,1,779430,R127C OROLOGIO,0,1
7,13368.74,87.37739,1.17686,1.17244,0.60671,10.9946,153,-4.2160,-7501,-7500.71,200,1,16388,2,1.5,0.2,14,0,500,1,0,300,3,1,779430,R127C OROLOGIO,0,1
3,13368.74,87.37739,1.17686,1.17244,0.60671,10.9946,153,-4.2160,-7501,-7500.71,100,1,16388,2,1.5,0.2,14,0,500,1,0,300,3,1,779430,R127C OROLOGIO,0,1
