Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpStMult,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
7,-20.83,-2.31444,0.91530,-0.11099,-0.07831,1.8665,9,16390,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,770511,0,1
3,463.44,3.24084,1.32770,1.09483,2.30336,3.9082,143,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,770511,0,1
6,-349.06,-19.39222,0.07749,-0.94514,-4.16994,3.6857,18,16388,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,770511,0,1
5,-4.34,-0.08857,0.99480,-0.00733,-0.02622,5.6776,49,16387,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,770511,0,1
4,-13.73,-0.21123,0.98266,-0.04367,-0.09852,3.0690,65,16386,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,770511,0,1
1,-1355.24,-2.64695,0.75321,-0.95526,-3.80249,14.1697,512,20,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,770511,0,1
2,-441.46,-1.37956,0.86831,-0.36983,-1.31478,11.4434,320,30,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,770511,0,1
0,-1037.97,-1.62947,0.82643,-0.71383,-2.67305,14.0748,637,15,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,770511,0,1
8,389.62,97.40500,0.00000,1.20179,0.26772,3.1326,4,16392,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,770511,0,1
9,117.90,29.47500,0.00000,0.43149,0.04114,2.7188,4,16396,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,770511,0,1
10,75.60,18.90000,1.30607,0.14600,0.01132,5.1122,4,16408,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE DOW H1,770511,0,1
