Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,-5723.13,-286.15650,0.34636,-0.72293,-5.00000,7.8200,20,-1.0013,-4802,-4802.36,772645,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,0,1,300,3,1,LARRY,1
1,-5723.13,-286.15650,0.34636,-0.72293,-5.00000,7.8200,20,-1.0013,-4802,-4802.36,772646,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,0,1,300,3,1,LARRY,1
