Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,20881.56,311.66507,1.69341,1.20519,2.21732,16.6036,67,-2.9515,-10961,-10960.66,772705,16388,2,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
1,20881.56,311.66507,1.69341,1.20519,2.21732,16.6036,67,-2.9515,-10961,-10960.66,772706,16388,2,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
