Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,-6444.91,-402.80687,0.33569,-0.97211,-4.19937,6.6176,16,-0.9984,-2973,-2972.98,772649,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,0,1,300,3,1,LARRY,1
1,-6444.91,-402.80687,0.33569,-0.97211,-4.19937,6.6176,16,-0.9984,-2973,-2972.98,772650,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,0,1,300,3,1,LARRY,1
