Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,5201.94,743.13429,4.96329,2.27253,0.56317,2.2459,7,-1.7011,-795,-795.44,772729,16385,0,1,1.5,0,0.1,1.5,14,0,0,5,1,0,300,3,1,LARRY,1
1,5201.94,743.13429,4.96329,2.27253,0.56317,2.2459,7,-1.7011,-795,-795.44,772730,16385,0,1,1.5,0,0.1,1.5,14,0,0,5,1,0,300,3,1,LARRY,1
