Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,-12711.32,-552.66609,0.02454,-0.83603,-5.00000,14.8345,23,-2.3564,-9408,-9407.84,772703,16388,2,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
1,-12711.32,-552.66609,0.02454,-0.83603,-5.00000,14.8345,23,-2.3564,-9408,-9407.84,772704,16388,2,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
