Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpLinRegLen,InpPlotMode,InpPlotLen,InpCciPeriod,InpPivotL,InpPivotR,InpPivotSource,InpMaxPivotDist,InpDivMaxBars,InpDivDieOnFail,InpHourStart,InpHourEnd,InpPrevBars,InpEntryWindowBars,InpMarketIfTooClose,InpSLBufferPts,InpTP_R,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpRiskPercent,InpComment,InpVerbose
1,-7370.80,-184.27000,0.72012,-0.56530,-1.79316,12.4193,40,-2.1769,-8041,-8041.28,772686,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1.5,500,1,1,30,1,EZ TREND,1
0,-7370.80,-184.27000,0.72012,-0.56530,-1.79316,12.4193,40,-2.1769,-8041,-8041.28,772685,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1.5,500,1,1,30,1,EZ TREND,1
