Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,8417.43,137.99066,1.23827,0.85560,1.59474,8.7111,61,-1.9112,-7657,-7656.56,772718,16388,1,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
0,8417.43,137.99066,1.23827,0.85560,1.59474,8.7111,61,-1.9112,-7657,-7656.56,772717,16388,1,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
