Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpExitMode,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,8918.44,165.15630,1.38460,0.79495,1.18158,10.8901,54,-4.4649,-7594,-7594.28,772710,16388,2,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
0,8918.44,165.15630,1.38460,0.79495,1.18158,10.8901,54,-4.4649,-7594,-7594.28,772709,16388,2,1.5,0.2,14,0,100,500,1,0,300,3,1,COST,1
