Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLMode,InpUseEma200Filter,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTPMode,InpTPRangeMult,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpEma200Period,InpMinRangePct,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
1,-430.99,-2.71063,0.91955,-0.29453,-5.00000,14.0828,159,1,0,14,30,15,0,22,59,1,1,600,10,1,1,1,5,14,1.5,1000,1,0,1.5,50,1,1,9,21,1,1,50,1,200,0,1,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
3,-358.22,-2.29628,0.93137,-0.25123,-5.00000,13.9739,156,3,0,14,30,15,0,22,59,1,1,600,10,1,1,1,5,14,1.5,1000,1,0,1.5,50,1,1,9,21,1,1,50,1,200,0,1,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
2,-1550.60,-11.74697,0.77547,-0.76391,-5.00000,19.9096,132,2,0,14,30,15,0,22,59,1,1,600,10,1,1,1,5,14,1.5,1000,1,0,1.5,50,1,1,9,21,1,1,50,1,200,0,1,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
5,-762.18,-4.88577,0.85826,-0.44093,-5.00000,16.6356,156,1,1,14,30,15,0,22,59,1,1,600,10,1,1,1,5,14,1.5,1000,1,0,1.5,50,1,1,9,21,1,1,50,1,200,0,1,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
0,-35.02,-0.17867,0.98507,-0.05704,-0.85070,5.9944,196,0,0,14,30,15,0,22,59,1,1,600,10,1,1,1,5,14,1.5,1000,1,0,1.5,50,1,1,9,21,1,1,50,1,200,0,1,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
6,-1987.76,-15.40899,0.71169,-0.83815,-5.00000,23.2621,129,2,1,14,30,15,0,22,59,1,1,600,10,1,1,1,5,14,1.5,1000,1,0,1.5,50,1,1,9,21,1,1,50,1,200,0,1,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
7,-1048.37,-6.85209,0.80603,-0.59290,-5.00000,17.3292,153,3,1,14,30,15,0,22,59,1,1,600,10,1,1,1,5,14,1.5,1000,1,0,1.5,50,1,1,9,21,1,1,50,1,200,0,1,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
4,-19.81,-0.10159,0.99096,-0.03225,-0.50066,6.0188,195,0,1,14,30,15,0,22,59,1,1,600,10,1,1,1,5,14,1.5,1000,1,0,1.5,50,1,1,9,21,1,1,50,1,200,0,1,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
