Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTPRangeMult,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpSLMode,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTPMode,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpUseEma200Filter,InpEma200Period,InpMinRangePct,InpMaxRangePct,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
0,4002.54,33.63479,1.65693,3.39368,27.59653,9.9181,119,1.5,14,30,14,45,21,0,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
2,5464.11,45.91689,1.82848,4.08975,27.27489,10.7609,119,2.5,14,30,14,45,21,0,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
3,6585.06,55.33664,1.95461,4.73555,28.76468,10.8867,119,3.0,14,30,14,45,21,0,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
1,4676.86,39.30134,1.73605,3.48837,26.76318,11.0412,119,2.0,14,30,14,45,21,0,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
