Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTPRangeMult,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpSLMode,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTPMode,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpUseEma200Filter,InpEma200Period,InpMinRangePct,InpMaxRangePct,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
3,1418.02,19.97211,1.34218,1.45508,12.28852,8.7214,71,3.0,14,30,14,45,21,0,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
1,1440.99,20.29563,1.35877,1.52275,15.76770,8.6293,71,2.0,14,30,14,45,21,0,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
0,867.42,12.21718,1.22314,0.95264,11.16029,8.6252,71,1.5,14,30,14,45,21,0,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
2,1158.41,16.31563,1.28599,1.17339,11.21949,9.1323,71,2.5,14,30,14,45,21,0,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,0,1,1,9,21,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
