Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpHourStart,InpHourEnd,InpTF,InpLinRegLen,InpPlotMode,InpPlotLen,InpCciPeriod,InpPivotL,InpPivotR,InpPivotSource,InpMaxPivotDist,InpDivMaxBars,InpDivDieOnFail,InpPrevBars,InpEntryWindowBars,InpMarketIfTooClose,InpSLBufferPts,InpTP_R,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpRiskPercent,InpMagic,InpComment,InpVerbose
2,-9347.31,-274.92088,0.61659,-0.91730,-1.48681,10.1297,34,-2.2698,-4285,-4285.20,8,16,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
14,-5366.49,-145.04027,0.78347,-0.55683,-0.76132,9.5805,37,-2.2698,-4285,-4285.20,8,19,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
0,-3393.24,-121.18714,0.82290,-0.58253,-0.49972,5.7014,28,-2.2667,-4285,-4330.76,6,16,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
6,-6708.30,-186.34167,0.72789,-0.69606,-0.97616,9.5805,36,-2.2698,-4285,-4285.20,8,17,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
10,-5366.49,-145.04027,0.78347,-0.55683,-0.76132,9.5805,37,-2.2698,-4285,-4285.20,8,18,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
8,-611.85,-20.39500,0.96859,-0.09093,-0.08214,6.3572,30,-2.2667,-4285,-4458.56,6,18,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
4,-2021.68,-69.71310,0.89549,-0.30479,-0.27722,6.3569,29,-2.2667,-4285,-4395.78,6,17,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
12,-611.85,-20.39500,0.96859,-0.09093,-0.08214,6.3572,30,-2.2667,-4285,-4458.56,6,19,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
3,-8459.76,-248.81647,0.63517,-0.73231,-1.94214,11.4838,34,-2.2695,-4285,-4285.20,9,16,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
7,-6827.06,-184.51514,0.72068,-0.70838,-1.36093,9.5805,37,-2.2695,-4285,-4285.20,9,17,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
15,-10170.75,-254.26875,0.63510,-0.92366,-1.91277,10.9463,40,-2.2695,-5541,-5540.79,9,19,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
11,-6489.69,-166.40231,0.74624,-0.67338,-1.25689,9.5805,39,-2.2695,-4285,-4285.20,9,18,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
1,-4785.74,-177.24963,0.74871,-0.66336,-0.70752,7.0614,27,-2.2667,-4285,-4285.20,7,16,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
5,-2021.68,-69.71310,0.89549,-0.30479,-0.27722,6.3569,29,-2.2667,-4285,-4395.78,7,17,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
9,-611.85,-20.39500,0.96859,-0.09093,-0.08214,6.3572,30,-2.2667,-4285,-4458.56,7,18,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
13,-611.85,-20.39500,0.96859,-0.09093,-0.08214,6.3572,30,-2.2667,-4285,-4458.56,7,19,16385,11,0,11,20,5,3,0,60,0,0,3,3,1,30,1.5,500,1,1,30,1,772401,EZ TREND,1
