Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpEntryMode,InpUseVolumeFilter,InpSessionHour,InpSessionMin,InpRangeMinutes,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpOCTimeframe,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpDelayMinutes,InpDelayDirMode,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpMagic,InpMaxSpread,InpVerbose
3,-1660.69,-6.77833,0.77240,-0.97864,-5.00000,16.9080,245,3,0,8,0,35,17,30,1,1,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,1,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,1.5,20,0,20,1,1,770101,0,1
1,33.10,3.67778,1.11013,0.12220,0.62174,2.6788,9,1,0,8,0,35,17,30,1,1,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,1,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,1.5,20,0,20,1,1,770101,0,1
6,-1032.74,-6.74993,0.76932,-0.69137,-5.00000,14.7460,153,0,1,8,0,35,17,30,1,1,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,1,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,1.5,20,0,20,1,1,770101,0,1
2,392.96,1.61049,1.06526,0.26911,2.18467,13.3244,244,2,0,8,0,35,17,30,1,1,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,1,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,1.5,20,0,20,1,1,770101,0,1
4,-379.23,-1.54788,0.94565,-0.22614,-1.98601,15.8494,245,4,0,8,0,35,17,30,1,1,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,1,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,1.5,20,0,20,1,1,770101,0,1
5,209.36,0.83744,1.03520,0.14830,1.18049,13.5199,250,5,0,8,0,35,17,30,1,1,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,1,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,1.5,20,0,20,1,1,770101,0,1
0,-225.44,-0.92774,0.96593,-0.14819,-1.19389,14.5423,243,0,0,8,0,35,17,30,1,1,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,1,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,1.5,20,0,20,1,1,770101,0,1
7,33.10,3.67778,1.11013,0.12220,0.62174,2.6788,9,1,1,8,0,35,17,30,1,1,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,1,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,1.5,20,0,20,1,1,770101,0,1
10,-568.91,-8.88922,0.71671,-0.63204,-5.00000,8.7870,64,4,1,8,0,35,17,30,1,1,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,1,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,1.5,20,0,20,1,1,770101,0,1
9,-629.26,-4.05974,0.86068,-0.57258,-5.00000,10.4969,155,3,1,8,0,35,17,30,1,1,0,16385,60,200,0,120,1,1,0,0,0,0,30,0,1,150,1.5,0,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,0.5,0,0,0,1,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,1.5,20,0,20,1,1,770101,0,1
