Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,Barre Valutate,Ancore,Cont Long,Cont Short,Esaur Long,Esaur Short,Long,Short,Reject,Guardian,Flat Chiusure,Max Trade Giorno,Max Trade Settimana,Ancore Scadute,InpStopAtr,InpUsaGuardian,InpModoAttivazione,InpHvLen,InpHvLookback,InpHvSoglia,InpAncoraBarre,InpAncoraSoloOggi,InpUsaRamoContinuazione,InpUsaRamoEsaurimento,InpAllowLong,InpAllowShort,InpOraInizio,InpMinInizio,InpOraFine,InpMinFine,InpUsaFlatSeduta,InpOraFlat,InpMinFlat,InpAtrLen,InpMinStopPts,InpMT5PerPuntoIndice,InpRR,InpBEatR,InpRiskPercent,InpMaxSpreadPctOfStop,InpMaxTradesPerDay,InpMagic,InpComment,InpVerbose
0,2902.72,131.94182,1.38464,0.84294,8.28388,3.4228,22,-0.8693,-2770,-2769.94,4485,114,12,15,1,1,11,11,5,0,6,1,4,91,1.0,0,0,30,252,50,20,1,1,1,1,1,8,0,20,30,1,21,0,14,25,100,2,0,0.65,2.5,0,784104,HVA,1
2,3495.03,134.42423,1.61927,1.61907,13.32453,2.1522,26,-0.6478,-1825,-1825.41,4485,114,12,15,1,1,11,15,1,0,18,1,4,87,2.0,0,0,30,252,50,20,1,1,1,1,1,8,0,20,30,1,21,0,14,25,100,2,0,0.65,2.5,0,784104,HVA,1
1,4801.66,192.06640,1.78347,1.95434,14.31007,2.4470,25,-0.6508,-2007,-2007.15,4485,114,12,15,1,1,11,14,2,0,15,1,4,88,1.5,0,0,30,252,50,20,1,1,1,1,1,8,0,20,30,1,21,0,14,25,100,2,0,0.65,2.5,0,784104,HVA,1
3,2097.73,80.68192,1.36137,0.92854,7.82859,2.2390,26,-1.6593,-1544,-1627.50,4485,114,12,15,1,1,11,15,1,0,19,1,4,87,2.5,0,0,30,252,50,20,1,1,1,1,1,8,0,20,30,1,21,0,14,25,100,2,0,0.65,2.5,0,784104,HVA,1
