"macchina";"terminale";"giorno";"ora_locale";"conto";"ticket";"evento";"tipo";"volume";"simbolo";"prezzo";"ordine_rif"
"DESKTOP-H4D7CAJ";"215D85D7";"20260723";"18:30:00";"50503392";"";"FALLITO";"cancel order #2895478 buy 0  at market [Invalid request]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260724";"15:50:42";"50503392";"2903650";"PIAZZATO";"sell stop";"0.7";"D30EUR";"24732.50";"2903650"
"DESKTOP-H4D7CAJ";"215D85D7";"20260724";"15:50:42";"50503392";"";"FALLITO";"buy stop 0.7 D30EUR at 24897.90 sl: 24732.50 tp: 25394.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260724";"16:22:00";"50503392";"2904506";"PIAZZATO";"sell stop";"0.7";"D30EUR";"24732.50";"2904506"
"DESKTOP-H4D7CAJ";"215D85D7";"20260724";"16:22:00";"50503392";"";"FALLITO";"buy stop 0.7 D30EUR at 24897.90 sl: 24732.50 tp: 25394.10 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260724";"17:41:03";"50503392";"2570246";"ESEGUITO";"buy";"0.1";"D30EUR";"25136.40";"2906287"
"DESKTOP-H4D7CAJ";"215D85D7";"20260724";"17:41:03";"50503392";"2570245";"ESEGUITO";"buy";"0.1";"D30EUR";"25136.40";"2906286"
"DESKTOP-H4D7CAJ";"215D85D7";"20260724";"18:04:43";"50503392";"2906442";"PIAZZATO";"buy";"0.02";"XAUUSD";"4077.33";"2906442"
"DESKTOP-H4D7CAJ";"215D85D7";"20260724";"18:04:43";"50503392";"2570394";"ESEGUITO";"buy";"0.02";"XAUUSD";"4077.33";"2906442"
"DESKTOP-H4D7CAJ";"215D85D7";"20260724";"18:07:34";"50503392";"2906465";"PIAZZATO";"sell";"0.3";"CADCHF";"0.58008";"2906465"
"DESKTOP-H4D7CAJ";"215D85D7";"20260724";"18:07:34";"50503392";"2570414";"ESEGUITO";"sell";"0.3";"CADCHF";"0.58008";"2906465"
"DESKTOP-H4D7CAJ";"215D85D7";"20260724";"22:45:45";"50503392";"2571642";"ESEGUITO";"buy";"0.3";"CADCHF";"0.58070";"2907726"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"08:11:40";"50503392";"2573674";"ESEGUITO";"buy";"1.09";"GBPUSD";"1.33589";"2909679"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"08:19:22";"50503392";"2573715";"ESEGUITO";"sell";"1.09";"GBPUSD";"1.33527";"2909798"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"08:58:36";"50503392";"2910079";"PIAZZATO";"sell";"0.27";"EURNZD";"1.96542";"2910079"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"08:58:36";"50503392";"2573977";"ESEGUITO";"sell";"0.27";"EURNZD";"1.96542";"2910079"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"08:59:08";"50503392";"2910086";"PIAZZATO";"sell";"0.21";"EURNZD";"1.96554";"2910086"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"08:59:08";"50503392";"2573980";"ESEGUITO";"sell";"0.21";"EURNZD";"1.96554";"2910086"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"08:59:29";"50503392";"2910089";"PIAZZATO";"sell";"0.22";"EURNZD";"1.96562";"2910089"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"08:59:29";"50503392";"2573982";"ESEGUITO";"sell";"0.22";"EURNZD";"1.96562";"2910089"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"09:00:01";"50503392";"2573992";"ESEGUITO";"buy";"0.2";"U30USD";"52351.70";"2910102"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"09:00:01";"50503392";"2573988";"ESEGUITO";"buy";"0.1";"U30USD";"52351.50";"2910100"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"09:00:29";"50503392";"2574006";"ESEGUITO";"sell";"2.1";"D30EUR";"25402.20";"2910106"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"09:02:39";"50503392";"2574086";"ESEGUITO";"buy";"2.1";"D30EUR";"25455.80";"2910200"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"09:15:01";"50503392";"2910385";"PIAZZATO";"sell stop";"1.3";"D30EUR";"25393.80";"2910385"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"09:15:01";"50503392";"2910383";"PIAZZATO";"buy stop";"1.3";"D30EUR";"25478.10";"2910383"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"09:25:28";"50503392";"2574428";"ESEGUITO";"buy";"0.27";"EURNZD";"1.96483";"2910590"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"12:00:00";"50503392";"2576270";"ESEGUITO";"sell";"0.1";"U30USD";"52483.50";"2912561"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"13:06:11";"50503392";"2576795";"ESEGUITO";"buy";"0.22";"EURNZD";"1.96711";"2913142"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"13:06:11";"50503392";"2576794";"ESEGUITO";"buy";"0.21";"EURNZD";"1.96711";"2913141"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"13:26:55";"50503392";"2576964";"ESEGUITO";"sell";"2.8";"NASUSD";"28521.00";"2913329"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"13:29:05";"50503392";"2576966";"ESEGUITO";"buy";"2.8";"NASUSD";"28520.20";"2913332"
"DESKTOP-H4D7CAJ";"215D85D7";"20260727";"13:55:15";"50503392";"2577271";"ESEGUITO";"sell";"0.9";"D30EUR";"25537.90";"2913647"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"14:26:47";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"14:26:47";"50503392";"2925762";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2925762"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"14:54:48";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"14:54:48";"50503392";"2926058";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2926058"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:03:53";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:03:53";"50503392";"2926154";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2926154"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:15:56";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:15:56";"50503392";"2926263";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2926263"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:25:57";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:25:57";"50503392";"2926333";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2926333"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:31:06";"50503392";"2589449";"ESEGUITO";"sell";"0.8";"NASUSD";"27776.90";"2926374"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:36:41";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:36:41";"50503392";"2926556";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2926556"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:37:31";"50503392";"2589615";"ESEGUITO";"buy";"0.4";"NASUSD";"27697.80";"2926595"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:42:27";"50503392";"2589770";"ESEGUITO";"buy";"0.4";"NASUSD";"27637.70";"2926752"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:47:40";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:47:40";"50503392";"2926865";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2926865"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:53:51";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:53:51";"50503392";"2927044";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2927044"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:59:50";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"15:59:50";"50503392";"2927150";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2927150"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"16:04:39";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"16:04:39";"50503392";"2927220";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2927220"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"16:12:52";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"16:12:52";"50503392";"2927390";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2927390"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"16:24:01";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"16:24:01";"50503392";"2927658";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2927658"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"16:40:51";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"16:40:51";"50503392";"2927922";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2927922"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"16:57:37";"50503392";"";"FALLITO";"sell stop 1.5 D30EUR at 25431.00 sl: 25510.80 tp: 25191.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"16:57:37";"50503392";"2928654";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2928654"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:14:13";"50503392";"2928993";"PIAZZATO";"sell stop";"1.5";"D30EUR";"25431.00";"2928993"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:14:13";"50503392";"2928992";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2928992"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:14:14";"50503392";"";"FALLITO";"cancel order #2927922 buy 0  at market [Invalid request]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:14:14";"50503392";"";"FALLITO";"cancel order #2928992 buy 0  at market [Invalid request]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:14:14";"50503392";"2591970";"ESEGUITO";"sell";"1.5";"D30EUR";"25431.00";"2928993"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:28:58";"50503392";"";"FALLITO";"cancel order #2929304 buy 0  at market [Invalid request]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:28:58";"50503392";"2929304";"PIAZZATO";"sell stop";"1.5";"D30EUR";"25431.00";"2929304"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:28:58";"50503392";"2929303";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2929303"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:39:20";"50503392";"2929401";"PIAZZATO";"sell stop";"1.5";"D30EUR";"25431.00";"2929401"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:39:20";"50503392";"2929400";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2929400"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:39:21";"50503392";"";"FALLITO";"cancel order #2929401 buy 0  at market [Invalid request]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:48:31";"50503392";"2929545";"PIAZZATO";"sell stop";"1.5";"D30EUR";"25431.00";"2929545"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:48:31";"50503392";"2929544";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2929544"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:48:32";"50503392";"";"FALLITO";"cancel order #2929545 buy 0  at market [Invalid request]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:54:02";"50503392";"2929593";"PIAZZATO";"sell stop";"1.5";"D30EUR";"25431.00";"2929593"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:54:02";"50503392";"2929592";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2929592"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"17:54:04";"50503392";"";"FALLITO";"cancel order #2929593 buy 0  at market [Invalid request]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"18:11:02";"50503392";"";"FALLITO";"cancel order #2929725 buy 0  at market [Invalid request]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"18:11:02";"50503392";"2929725";"PIAZZATO";"sell stop";"1.5";"D30EUR";"25431.00";"2929725"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"18:11:02";"50503392";"2929724";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2929724"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"18:29:14";"50503392";"";"FALLITO";"cancel order #2929798 buy 0  at market [Invalid request]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"18:29:14";"50503392";"";"FALLITO";"cancel order #2929797 buy 0  at market [Invalid request]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"18:29:14";"50503392";"2929797";"PIAZZATO";"buy stop";"1.5";"D30EUR";"25510.80";"2929797"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"18:29:14";"50503392";"2929798";"PIAZZATO";"sell stop";"1.5";"D30EUR";"25431.00";"2929798"
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"18:30:01";"50503392";"";"FALLITO";"market buy 1.5 D30EUR [Position doesn't exist]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260728";"18:30:01";"50503392";"2592754";"ESEGUITO";"buy";"1.5";"D30EUR";"25488.80";"2929800"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"00:06:01";"50503392";"2594226";"ESEGUITO";"buy";"0.4";"D30EUR";"25534.90";"2931321"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"00:06:01";"50503392";"2594225";"ESEGUITO";"buy";"0.5";"D30EUR";"25534.90";"2931320"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"00:18:24";"50503392";"2594242";"ESEGUITO";"sell";"0.4";"D30EUR";"25492.00";"2931337"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"00:18:24";"50503392";"2594241";"ESEGUITO";"sell";"0.5";"D30EUR";"25492.00";"2931336"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"08:48:16";"50503392";"2595766";"ESEGUITO";"buy";"0.84";"EURUSD";"1.13914";"2932934"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"08:59:58";"50503392";"2595827";"ESEGUITO";"sell";"0.2";"D30EUR";"25498.50";"2933012"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"08:59:59";"50503392";"2595830";"ESEGUITO";"buy";"2.3";"D30EUR";"25505.50";"2933011"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"08:59:59";"50503392";"2595829";"ESEGUITO";"buy";"1.1";"D30EUR";"25506.50";"2933010"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"09:14:58";"50503392";"2933139";"PIAZZATO";"buy stop";"1.6";"D30EUR";"25558.50";"2933139"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"09:14:59";"50503392";"2933140";"PIAZZATO";"sell stop";"1.6";"D30EUR";"25486.60";"2933140"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"09:53:55";"50503392";"2596230";"ESEGUITO";"sell";"1.6";"D30EUR";"25486.60";"2933140"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"09:53:55";"50503392";"2596229";"ESEGUITO";"sell";"1.6";"D30EUR";"25484.80";"2933138"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"09:53:55";"50503392";"2596228";"ESEGUITO";"sell";"1.6";"D30EUR";"25484.80";"2933137"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"10:02:30";"50503392";"2596314";"ESEGUITO";"sell";"2.3";"D30EUR";"25453.80";"2933014"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"10:02:30";"50503392";"2596315";"ESEGUITO";"sell";"1.1";"D30EUR";"25452.80";"2933013"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"10:02:30";"50503392";"2596312";"ESEGUITO";"sell";"1.1";"D30EUR";"25453.80";"2933556"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"10:02:30";"50503392";"2596313";"ESEGUITO";"sell";"2.3";"D30EUR";"25453.80";"2933557"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"10:24:25";"50503392";"2596583";"ESEGUITO";"sell";"0.2";"D30EUR";"25387.30";"2933845"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"13:08:03";"50503392";"";"FALLITO";"sell stop 1.6 D30EUR at 25486.60 sl: 25558.50 tp: 25270.90 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"13:08:03";"50503392";"2935281";"PIAZZATO";"buy stop";"1.6";"D30EUR";"25558.50";"2935281"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"20:41:03";"50503392";"2605218";"ESEGUITO";"buy";"0.35";"EURUSD";"1.14307";"2942867"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"20:59:58";"50503392";"2606122";"ESEGUITO";"buy";"0.1";"F40EUR";"8478.00";"2943866"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"20:59:59";"50503392";"2606129";"ESEGUITO";"sell";"0.6";"U30USD";"52210.30";"2943875"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"20:59:59";"50503392";"2606124";"ESEGUITO";"sell";"0.2";"U30USD";"52210.50";"2943873"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"21:00:01";"50503392";"2606130";"ESEGUITO";"buy";"0.4";"F40EUR";"8478.20";"2943869"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"21:03:50";"50503392";"2606252";"ESEGUITO";"buy";"0.1";"U30USD";"52163.50";"2943992"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"21:03:50";"50503392";"2606251";"ESEGUITO";"buy";"0.2";"U30USD";"52163.50";"2943991"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"21:07:29";"50503392";"2606371";"ESEGUITO";"buy";"0.4";"U30USD";"52045.30";"2944112"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"21:07:29";"50503392";"2606370";"ESEGUITO";"buy";"0.1";"U30USD";"52045.50";"2944111"
"DESKTOP-H4D7CAJ";"215D85D7";"20260729";"21:24:55";"50503392";"2942870";"ANNULLATO";"sell stop";"0.35";"EURUSD";"";"2942870"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"01:00:00";"50503392";"2607913";"ESEGUITO";"buy";"0.1";"NASUSD";"27312.40";"2945736"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:00:30";"50503392";"2609656";"ESEGUITO";"buy";"1.1";"D30EUR";"25362.60";"2947646"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:00:30";"50503392";"2609655";"ESEGUITO";"buy";"2.3";"D30EUR";"25361.60";"2947645"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:15:01";"50503392";"2948001";"PIAZZATO";"sell stop";"1.1";"D30EUR";"25324.00";"2948001"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:15:01";"50503392";"2948000";"PIAZZATO";"buy stop";"1.1";"D30EUR";"25415.90";"2948000"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:20:57";"50503392";"2610073";"ESEGUITO";"sell";"1.1";"D30EUR";"25324.00";"2948001"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:21:01";"50503392";"2610075";"ESEGUITO";"sell";"1.1";"D30EUR";"25322.20";"2947999"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:21:06";"50503392";"2610079";"ESEGUITO";"sell";"2.3";"D30EUR";"25316.00";"2947647"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:21:06";"50503392";"2610080";"ESEGUITO";"sell";"1.1";"D30EUR";"25315.00";"2947648"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:21:06";"50503392";"2610076";"ESEGUITO";"sell";"2.3";"D30EUR";"25316.00";"2948080"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:21:06";"50503392";"2610078";"ESEGUITO";"sell";"1.1";"D30EUR";"25316.00";"2948081"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:21:21";"50503392";"2610083";"ESEGUITO";"buy";"1.1";"D30EUR";"25315.20";"2948084"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:21:21";"50503392";"2610082";"ESEGUITO";"buy";"1.1";"D30EUR";"25315.20";"2948083"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:26:37";"50503392";"2610191";"ESEGUITO";"buy";"1.1";"D30EUR";"25361.60";"2948190"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:26:37";"50503392";"2610190";"ESEGUITO";"buy";"2.3";"D30EUR";"25361.60";"2948189"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:27:29";"50503392";"2948196";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2948196"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:27:29";"50503392";"2948195";"PIAZZATO";"buy stop";"1";"D30EUR";"25415.90";"2948195"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:34:09";"50503392";"2610369";"ESEGUITO";"sell";"1";"D30EUR";"25324.00";"2948196"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:35:01";"50503392";"2610375";"ESEGUITO";"buy";"1";"D30EUR";"25321.80";"2948383"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:40:20";"50503392";"";"FALLITO";"sell stop 1 D30EUR at 25324.00 sl: 25415.90 tp: 25048.30 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:40:20";"50503392";"2948422";"PIAZZATO";"buy stop";"1";"D30EUR";"25415.90";"2948422"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:51:45";"50503392";"2610504";"ESEGUITO";"buy";"1";"D30EUR";"25415.90";"2948422"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:52:12";"50503392";"2948516";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2948516"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:52:12";"50503392";"2948515";"PIAZZATO";"buy stop";"1";"D30EUR";"25415.90";"2948515"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:59:43";"50503392";"2948640";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2948640"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"09:59:43";"50503392";"2948639";"PIAZZATO";"buy stop";"1";"D30EUR";"25415.90";"2948639"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:06:07";"50503392";"2948829";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2948829"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:06:07";"50503392";"2948828";"PIAZZATO";"buy stop";"1";"D30EUR";"25415.90";"2948828"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:10:51";"50503392";"2610887";"ESEGUITO";"buy";"0.5";"D30EUR";"25422.70";"2947997"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:11:04";"50503392";"2610901";"ESEGUITO";"sell";"1";"D30EUR";"25422.20";"2948927"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:11:49";"50503392";"2948934";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2948934"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:11:49";"50503392";"";"FALLITO";"buy stop 1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:11:51";"50503392";"2610908";"ESEGUITO";"sell";"0.5";"D30EUR";"25426.70";"2948935"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:21:32";"50503392";"2949023";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2949023"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:21:32";"50503392";"2949022";"PIAZZATO";"buy stop";"1";"D30EUR";"25415.90";"2949022"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:23:52";"50503392";"2611078";"ESEGUITO";"buy";"1";"D30EUR";"25415.90";"2949022"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:24:13";"50503392";"2611081";"ESEGUITO";"sell";"1";"D30EUR";"25422.60";"2949122"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:34:40";"50503392";"2949263";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2949263"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:34:40";"50503392";"";"FALLITO";"buy stop 1 D30EUR at 25415.90 sl: 25324.00 tp: 25691.60 [Invalid price]";"";"";"";""
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:53:27";"50503392";"2949419";"PIAZZATO";"sell stop";"1";"D30EUR";"25324.00";"2949419"
"DESKTOP-H4D7CAJ";"215D85D7";"20260730";"10:53:27";"50503392";"2949418";"PIAZZATO";"buy stop";"1";"D30EUR";"25415.90";"2949418"
