Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpWolProximityAtr,InpAllowLong,InpAllowShort,InpDojiBodyMaxPct,InpUseHeikinAshi,InpMaxDojiAtr,InpRequireConfirmClose,InpUseChannels,InpTmaSlow,InpAtrSlow,InpMultSlow,InpUseEmaTrend,InpEma200Period,InpEma14Period,InpAvoidLateral,InpMinDojiAtr,InpAtrExitPeriod,InpSLbufferAtr,InpMinRR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpTP_RR,InpUseTrailing,InpRiskPercent,InpMaxTradesPerDay,InpMaxPositions,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
1,-86.56,-0.75930,0.45849,-0.71519,-5.00000,1.2067,114,20,0.5,1,1,12,1,2,1,0,56,100,2,0,200,14,1,0.3,14,0.15,1,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,WOL,771401,0,1
0,-435.62,-3.25090,0.25276,-0.89531,-5.00000,4.8419,134,15,0.5,1,1,12,1,2,1,0,56,100,2,0,200,14,1,0.3,14,0.15,1,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,WOL,771401,0,1
2,-279.36,-3.17455,0.17259,-0.82434,-5.00000,3.3741,88,30,0.5,1,1,12,1,2,1,0,56,100,2,0,200,14,1,0.3,14,0.15,1,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,WOL,771401,0,1
3,24.09,0.96360,2.63878,0.76647,0.59621,0.3136,25,16385,0.5,1,1,12,1,2,1,0,56,100,2,0,200,14,1,0.3,14,0.15,1,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,WOL,771401,0,1
4,56.37,1.17437,2.02027,0.86670,1.45025,0.6485,48,16386,0.5,1,1,12,1,2,1,0,56,100,2,0,200,14,1,0.3,14,0.15,1,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,WOL,771401,0,1
5,15.23,0.80158,3.37969,1.20873,0.25671,0.1259,19,16387,0.5,1,1,12,1,2,1,0,56,100,2,0,200,14,1,0.3,14,0.15,1,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,WOL,771401,0,1
6,-64.23,-4.28200,0.37689,-0.55447,-0.13011,1.1540,15,16388,0.5,1,1,12,1,2,1,0,56,100,2,0,200,14,1,0.3,14,0.15,1,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,WOL,771401,0,1
7,38.83,2.98692,14.62456,1.19809,0.26890,0.3230,13,16390,0.5,1,1,12,1,2,1,0,56,100,2,0,200,14,1,0.3,14,0.15,1,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,WOL,771401,0,1
10,0.00,0.00000,0.00000,0.00000,0.00000,0.0106,3,16408,0.5,1,1,12,1,2,1,0,56,100,2,0,200,14,1,0.3,14,0.15,1,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,WOL,771401,0,1
9,-2.47,-0.35286,0.25152,-0.08713,-0.00420,0.2828,7,16396,0.5,1,1,12,1,2,1,0,56,100,2,0,200,14,1,0.3,14,0.15,1,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,WOL,771401,0,1
8,1.78,0.12714,1.34563,0.15034,0.09595,0.1183,14,16392,0.5,1,1,12,1,2,1,0,56,100,2,0,200,14,1,0.3,14,0.15,1,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,WOL,771401,0,1
