Pass,Simbolo,Periodo,Attraversamenti Grezzi Long,Attraversamenti Grezzi Short,Attraversamenti Eseguibili Long,Attraversamenti Eseguibili Short,Giorni Contati,Eseguibili Al Giorno Long,Eseguibili Al Giorno Short,Eseguibili Al Giorno Totale,Grezzi Al Giorno Totale,C1 Esito,Mfe Mediana Long Punti Indice,Mfe Mediana Short Punti Indice,Mae Mediana Long Punti Indice,Mae Mediana Short Punti Indice,Rr Da Mediane Long,Rr Da Mediane Short,Win Rate Necessario Long Pct,Win Rate Necessario Short Pct,Mfe Su Spread Long,Mfe Su Spread Short,Spread Misurato Punti Indice,Soglia C3 Punti Indice,C3 Esito Long,C3 Esito Short,C5 Esito Long,C5 Esito Short,Chiuse Long,Chiuse Short,Convergute Long,Convergute Short,Non Convergute Long Pct,Non Convergute Short Pct,Non Convergute Totale Pct,Uscite Fine Sessione Long,Uscite Fine Sessione Short,Uscite Tetto Barre Long,Uscite Tetto Barre Short,Uscite Fine Corsa Escluse,C6 Esito,Max Eseguibili Giorno Long,Max Eseguibili Giorno Short,Max Eseguibili Giorno Totale,Rischio Aperto Max Pct,C7 Cap Necessario,Giorni Almeno 2 Eseguibili,Giorni Zero Eseguibili,Tenuta Mediana Long Barre,Tenuta Mediana Short Barre,Tenuta Mediana Totale Barre,Sotto 60 Secondi Pct,C8 Esito,Mfe Orizzonte Mediana Long,Mfe Orizzonte Mediana Short,Mae Orizzonte Mediana Long,Mae Orizzonte Mediana Short,Movimento Orizzonte Mediano Long,Movimento Orizzonte Mediano Short,Orizzonte Completo Long,Orizzonte Completo Short,Orizzonte Incompleto Long,Orizzonte Incompleto Short,Barre Valutate,Barre Fuori Finestra,Barre Saltate Dati,Valutazioni Metro Mancante Segnale,Valutazioni Perse Buco Finestra,Valutazioni Con Solo Metro,Barre Senza Z Con Posizione Aperta,Z Non Calcolabile,Giorni Spaiati,Giorni Spaiati Pct,C2 Esito,Attraversamenti Ingresso Fuori Finestra,Attraversamenti Prima Barra Sessione,Occupato Stesso Lato Long,Occupato Stesso Lato Short,Scartati Occupato Altro Lato Collaudo,Atr Mediano Punti Indice,Atr Divergenza Rel Media Pct,Punto Indice Prezzo,Metro Prima Barra Epoch,Gamba Prima Barra Epoch,Campioni Troncati,Autotest Falliti,Autotest Blocchi,Finestra N,Soglia Ingresso Sigma,Soglia Uscita Sigma,Modo Spread,Modo Z Score,Barre Max Tenuta,Barre Orizzonte,Lato Attivo,Giorni Festa Metro,Giorni Metro Zero Calendario,Ingressi Barra Reale Fuori,Chiuse Zero Barre,InpFinestraN,InpSogliaIngressoSigma,InpSimboloMetro,InpModoSpread,InpModoZScore,InpSogliaUscitaSigma,InpOraInizioServer,InpMinInizioServer,InpOraFineServer,InpMinFineServer,InpBarreMaxTenuta,InpBarreOrizzonte,InpLato,InpPuntiPerIndice,InpAtrPeriod,InpAtrModoRma,InpWarmupBarre,InpConfrontaMT5,InpScriviCsv,InpVerbose,InpAutoTest,InpTag
5,NASUSD,PERIOD_M5,1860,1929,1141,1167,450,2.536,2.593,5.129,8.420,1,31.300,31.000,33.600,32.200,0.9315,0.9627,55.65,54.77,17.389,17.222,1.80,5.40,2,2,1,1,1141,1167,966,1002,15.34,14.14,14.73,175,165,0,0,0,2,7,8,12,7.80,1,444,3,10.00,10.00,10.00,0.00,1,60.600,61.100,59.300,62.500,11.800,-6.200,855,887,286,280,38715,80974,0,1,53,53,0,0,1,0.22,1,51,146,696,734,0,26.3750,0.0000,1.00000,1727367000,1727368500,0,0,25,35,0.750,0.050,0,0,120,24,0,1,0,44,0,35,0.75,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
27,NASUSD,PERIOD_M5,1507,1602,843,856,450,1.873,1.902,3.776,6.909,1,36.900,37.900,37.300,36.750,0.9893,1.0313,54.04,52.92,20.500,21.056,1.80,5.40,2,2,1,1,843,856,685,702,18.74,17.99,18.36,158,154,0,0,0,2,6,5,10,6.50,1,436,3,11.00,12.00,12.00,0.00,2,61.500,64.250,61.600,61.250,11.500,-3.950,687,710,156,146,38715,80974,0,1,53,53,0,0,1,0.22,1,40,140,646,724,0,26.5000,0.0000,1.00000,1727367000,1727368500,0,0,25,45,1.050,0.050,0,0,120,24,0,1,0,38,0,45,1.05,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
49,NASUSD,PERIOD_M5,1196,1320,668,689,450,1.484,1.531,3.016,5.591,1,45.600,39.100,40.400,41.200,1.1287,0.9490,50.50,55.16,25.333,21.722,1.80,5.40,2,2,1,1,668,689,520,540,22.16,21.63,21.89,148,149,0,0,0,2,5,5,10,6.50,1,430,5,13.00,15.00,14.00,0.00,2,66.800,59.600,60.800,62.900,11.300,-4.800,551,575,117,114,38715,80974,0,1,53,53,0,0,1,0.22,1,24,134,516,619,0,26.6786,0.0000,1.00000,1727367000,1727368500,0,0,25,55,1.350,0.050,0,0,120,24,0,1,0,19,0,55,1.35,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
71,NASUSD,PERIOD_M5,1631,1523,1214,1161,450,2.698,2.580,5.278,7.009,1,27.700,26.700,29.650,30.500,0.9342,0.8754,55.58,57.32,15.389,14.833,1.80,5.40,2,2,1,1,1214,1161,1142,1075,5.93,7.41,6.65,72,86,0,0,0,2,6,6,10,6.50,1,446,2,7.00,7.00,7.00,0.00,1,60.450,59.800,61.300,59.100,10.700,-2.200,908,851,306,310,38715,80974,0,1,30,23,0,0,1,0.22,1,54,179,390,335,0,25.8929,0.0000,1.00000,1727367000,1727368500,0,0,25,15,1.800,0.050,0,0,120,24,0,1,0,47,0,15,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
6,NASUSD,PERIOD_M5,1713,1784,1034,1051,450,2.298,2.336,4.633,7.771,1,32.550,32.300,35.550,34.900,0.9156,0.9255,56.12,55.83,18.083,17.944,1.80,5.40,2,2,1,1,1034,1051,859,886,16.92,15.70,16.31,175,165,0,0,0,2,7,7,11,7.15,1,440,3,10.00,10.00,10.00,0.00,1,60.000,61.600,59.700,63.000,14.550,-6.700,800,829,234,222,38715,80974,0,1,53,53,0,0,1,0.22,1,36,140,662,714,0,26.4929,0.0000,1.00000,1727367000,1727368500,0,0,25,40,0.750,0.050,0,0,120,24,0,1,0,30,0,40,0.75,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
28,NASUSD,PERIOD_M5,1410,1527,784,818,450,1.742,1.818,3.560,6.527,1,40.050,39.750,38.000,38.650,1.0539,1.0285,52.34,53.00,22.250,22.083,1.80,5.40,2,2,1,1,784,818,628,667,19.90,18.46,19.16,156,151,0,0,0,2,5,6,11,7.15,1,432,3,12.00,13.00,12.00,0.00,2,63.500,64.800,59.400,60.000,14.100,-4.200,653,689,131,129,38715,80974,0,1,53,53,0,0,1,0.22,1,34,141,614,687,0,26.8429,0.0000,1.00000,1727367000,1727368500,0,0,25,50,1.050,0.050,0,0,120,24,0,1,0,30,0,50,1.05,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
50,NASUSD,PERIOD_M5,2716,2625,2059,2011,450,4.576,4.469,9.044,11.869,1,22.400,22.700,24.500,24.100,0.9143,0.9419,56.16,55.36,12.444,12.611,1.80,5.40,2,2,1,1,2059,2011,1964,1902,4.61,5.42,5.01,95,109,0,0,0,2,8,8,13,8.45,1,448,2,5.00,5.00,5.00,0.00,1,56.100,57.250,56.850,56.000,11.350,-7.700,1530,1470,529,541,38715,80974,0,1,20,13,0,0,1,0.22,1,100,193,607,564,0,26.4929,0.0000,1.00000,1727367000,1727368500,0,0,25,10,1.500,0.050,0,0,120,24,0,1,0,89,0,10,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
72,NASUSD,PERIOD_M5,1478,1407,1028,1000,450,2.284,2.222,4.507,6.411,1,31.900,29.950,34.250,32.300,0.9314,0.9272,55.66,55.78,17.722,16.639,1.80,5.40,2,2,1,1,1028,1000,933,900,9.24,10.00,9.62,95,100,0,0,0,2,5,5,8,5.20,1,447,2,9.00,9.00,9.00,0.00,1,62.500,61.500,58.300,59.850,13.100,-3.950,767,734,261,266,38715,80974,0,1,40,33,0,0,1,0.22,1,53,172,426,378,0,25.7571,0.0000,1.00000,1727367000,1727368500,0,0,25,20,1.800,0.050,0,0,120,24,0,1,0,48,0,20,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
7,NASUSD,PERIOD_M5,1628,1647,964,986,450,2.142,2.191,4.333,7.278,1,35.300,33.550,33.900,37.200,1.0413,0.9019,52.66,56.52,19.611,18.639,1.80,5.40,2,2,1,1,964,986,793,817,17.74,17.14,17.44,171,169,0,0,0,2,6,7,12,7.80,1,434,3,9.00,10.00,10.00,0.00,1,62.500,61.650,59.000,60.500,10.900,-6.250,777,802,187,184,38715,80974,0,1,53,53,0,0,1,0.22,1,38,134,645,642,0,27.0714,0.0000,1.00000,1727367000,1727368500,0,0,25,45,0.750,0.050,0,0,120,24,0,1,0,31,0,45,0.75,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
51,NASUSD,PERIOD_M5,2292,2187,1553,1494,450,3.451,3.320,6.771,9.953,1,26.000,25.650,29.000,28.900,0.8966,0.8875,56.68,56.95,14.444,14.250,1.80,5.40,2,2,1,1,1553,1494,1453,1387,6.44,7.16,6.79,100,107,0,0,0,2,7,6,11,7.15,1,447,2,7.00,7.00,7.00,0.00,1,58.200,59.800,59.700,56.800,9.800,-2.300,1155,1101,398,393,38715,80974,0,1,30,23,0,0,1,0.22,1,70,191,705,657,0,26.4500,0.0000,1.00000,1727367000,1727368500,0,0,25,15,1.500,0.050,0,0,120,24,0,1,0,63,0,15,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
29,NASUSD,PERIOD_M5,1331,1436,743,774,450,1.651,1.720,3.371,6.149,1,39.500,40.300,38.500,41.550,1.0260,0.9699,53.06,54.57,21.944,22.389,1.80,5.40,2,2,1,1,743,774,583,613,21.53,20.80,21.16,160,161,0,0,0,2,5,6,11,7.15,1,427,3,12.00,13.50,13.00,0.00,2,63.750,65.700,61.550,60.300,11.300,-8.300,618,651,125,123,38715,80974,0,1,53,53,0,0,1,0.22,1,34,133,575,641,0,26.9500,0.0000,1.00000,1727367000,1727368500,0,0,25,55,1.050,0.050,0,0,120,24,0,1,0,29,0,55,1.05,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
73,NASUSD,PERIOD_M5,1343,1241,882,853,450,1.960,1.896,3.856,5.742,1,33.550,32.900,38.700,35.100,0.8669,0.9373,57.58,55.49,18.639,18.278,1.80,5.40,2,2,1,1,882,853,778,747,11.79,12.43,12.10,104,106,0,0,0,2,5,5,9,5.85,1,440,3,10.00,10.00,10.00,0.00,1,62.600,67.900,64.200,61.200,7.700,-3.000,665,639,217,214,38715,80974,0,1,50,43,0,0,1,0.22,1,47,155,437,365,0,25.5429,0.0000,1.00000,1727367000,1727368500,0,0,25,25,1.800,0.050,0,0,120,24,0,1,0,44,0,25,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
8,NASUSD,PERIOD_M5,1491,1571,904,931,450,2.009,2.069,4.078,6.804,1,36.750,34.600,33.950,37.700,1.0825,0.9178,51.62,56.05,20.417,19.222,1.80,5.40,2,2,1,1,904,931,739,767,18.25,17.62,17.93,165,164,0,0,0,2,6,6,11,7.15,1,435,3,9.50,11.00,10.00,0.00,1,64.500,61.650,58.000,60.550,14.600,-7.200,749,772,155,159,38715,80974,0,1,53,53,0,0,1,0.22,1,34,123,573,620,0,27.3357,0.0000,1.00000,1727367000,1727368500,0,0,25,50,0.750,0.050,0,0,120,24,0,1,0,31,0,50,0.75,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
52,NASUSD,PERIOD_M5,1963,1874,1244,1227,450,2.764,2.727,5.491,8.527,1,29.550,29.300,32.300,31.800,0.9149,0.9214,56.14,55.95,16.417,16.278,1.80,5.40,2,2,1,1,1244,1227,1126,1108,9.49,9.70,9.59,118,119,0,0,0,2,6,6,12,7.80,1,447,2,9.00,9.00,9.00,0.00,1,61.000,60.000,60.550,58.300,9.650,-3.800,932,911,312,316,38715,80974,0,1,40,33,0,0,1,0.22,1,59,173,687,620,0,25.9571,0.0000,1.00000,1727367000,1727368500,0,0,25,20,1.500,0.050,0,0,120,24,0,1,0,52,0,20,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
30,NASUSD,PERIOD_M5,3409,3317,2483,2435,450,5.518,5.411,10.929,14.947,1,22.100,22.100,23.400,22.600,0.9444,0.9779,55.29,54.35,12.278,12.278,1.80,5.40,2,2,1,1,2483,2435,2365,2298,4.75,5.63,5.19,118,137,0,0,0,2,10,9,17,11.05,1,448,2,5.00,5.00,5.00,0.00,1,57.000,58.100,55.000,54.600,12.700,-7.300,1858,1769,625,666,38715,80974,0,1,20,13,0,0,1,0.22,1,109,185,870,829,0,26.7214,0.0000,1.00000,1727367000,1727368500,0,0,25,10,1.200,0.050,0,0,120,24,0,1,0,101,0,10,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
74,NASUSD,PERIOD_M5,1266,1148,788,731,450,1.751,1.624,3.376,5.364,1,36.550,37.100,40.250,38.100,0.9081,0.9738,56.34,54.46,20.306,20.611,1.80,5.40,2,2,1,1,788,731,680,622,13.71,14.91,14.29,108,109,0,0,0,2,5,4,7,4.55,1,434,3,12.00,12.00,12.00,0.00,2,64.600,67.500,63.700,68.600,11.800,-6.200,605,561,183,170,38715,80974,0,1,53,53,0,0,1,0.22,1,39,161,459,397,0,25.8429,0.0000,1.00000,1727367000,1727368500,0,0,25,30,1.800,0.050,0,0,120,24,0,1,0,35,0,30,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
31,NASUSD,PERIOD_M5,2718,2647,1787,1775,450,3.971,3.944,7.916,11.922,1,26.600,25.900,28.200,27.600,0.9433,0.9384,55.32,55.46,14.778,14.389,1.80,5.40,2,2,1,1,1787,1775,1670,1649,6.55,7.10,6.82,117,126,0,0,0,2,9,8,13,8.45,1,448,2,7.00,7.00,7.00,0.00,1,59.700,56.800,58.700,57.650,10.200,-6.200,1317,1312,470,463,38715,80974,0,1,30,23,0,0,1,0.22,1,91,186,884,828,0,26.6929,0.0000,1.00000,1727367000,1727368500,0,0,25,15,1.200,0.050,0,0,120,24,0,1,0,80,0,15,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
53,NASUSD,PERIOD_M5,1753,1702,1068,1057,450,2.373,2.349,4.722,7.678,1,32.250,31.800,37.250,33.100,0.8658,0.9607,57.62,54.83,17.917,17.667,1.80,5.40,2,2,1,1,1068,1057,936,928,12.36,12.20,12.28,132,129,0,0,0,2,5,7,11,7.15,1,447,3,10.00,10.00,10.00,0.00,1,60.400,63.900,61.000,56.200,6.300,-3.000,799,785,269,272,38715,80974,0,1,50,43,0,0,1,0.22,1,55,166,659,616,0,25.7857,0.0000,1.00000,1727367000,1727368500,0,0,25,25,1.500,0.050,0,0,120,24,0,1,0,48,0,25,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
9,NASUSD,PERIOD_M5,1407,1560,842,904,450,1.871,2.009,3.880,6.593,1,38.250,35.750,36.350,37.500,1.0523,0.9533,52.38,55.03,21.250,19.861,1.80,5.40,2,2,1,1,842,904,671,735,20.31,18.69,19.47,171,169,0,0,0,2,6,6,11,7.15,1,427,3,10.00,11.00,11.00,0.00,1,65.200,67.700,59.050,60.300,15.250,-7.100,704,757,138,147,38715,80974,0,1,53,53,0,0,1,0.22,1,38,124,551,632,0,27.5071,0.0000,1.00000,1727367000,1727368500,0,0,25,55,0.750,0.050,0,0,120,24,0,1,0,31,0,55,0.75,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
75,NASUSD,PERIOD_M5,1140,1082,711,655,450,1.580,1.456,3.036,4.938,1,40.600,36.000,42.200,43.000,0.9621,0.8372,54.79,58.51,22.556,20.000,1.80,5.40,2,2,1,1,711,655,595,544,16.32,16.95,16.62,116,111,0,0,0,2,4,4,7,4.55,1,422,5,12.00,13.00,12.00,0.00,2,69.400,61.600,59.900,70.150,12.800,-12.150,563,518,148,137,38715,80974,0,1,53,53,0,0,1,0.22,1,33,150,416,407,0,25.8393,0.0000,1.00000,1727367000,1727368500,0,0,25,35,1.800,0.050,0,0,120,24,0,1,0,30,0,35,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
32,NASUSD,PERIOD_M5,2295,2254,1437,1420,450,3.193,3.156,6.349,10.109,1,28.000,27.400,31.800,29.300,0.8805,0.9352,57.17,55.55,15.556,15.222,1.80,5.40,2,2,1,1,1437,1420,1306,1282,9.12,9.72,9.42,131,138,0,0,0,2,6,8,14,9.10,1,447,2,8.00,8.00,8.00,0.00,1,59.800,58.300,58.050,54.550,10.450,-2.750,1074,1046,363,374,38715,80974,0,1,40,33,0,0,1,0.22,1,56,168,829,807,0,26.3929,0.0000,1.00000,1727367000,1727368500,0,0,25,20,1.200,0.050,0,0,120,24,0,1,0,48,0,20,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
10,NASUSD,PERIOD_M5,3801,3678,2805,2725,450,6.233,6.056,12.289,16.620,1,21.000,21.600,22.200,22.400,0.9459,0.9643,55.24,54.73,11.667,12.000,1.80,5.40,2,2,1,1,2805,2725,2666,2577,4.96,5.43,5.19,139,148,0,0,0,2,11,10,19,12.35,1,447,2,5.00,5.00,5.00,0.00,1,56.950,57.400,54.300,53.300,12.650,-8.300,2080,1973,725,752,38715,80974,0,1,20,13,0,0,1,0.22,1,104,170,945,900,0,26.9286,0.0000,1.00000,1727367000,1727368500,0,0,25,10,0.900,0.050,0,0,120,24,0,1,0,93,0,10,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
54,NASUSD,PERIOD_M5,1570,1541,934,901,450,2.076,2.002,4.078,6.913,1,33.550,33.300,37.750,37.200,0.8887,0.8952,56.92,56.72,18.639,18.500,1.80,5.40,2,2,1,1,934,901,799,766,14.45,14.98,14.71,135,135,0,0,0,2,5,5,9,5.85,1,446,3,11.00,11.00,11.00,0.00,1,61.150,60.950,61.100,62.800,12.400,-7.700,706,686,228,215,38715,80974,0,1,53,53,0,0,1,0.22,1,44,157,615,617,0,25.8071,0.0000,1.00000,1727367000,1727368500,0,0,25,30,1.500,0.050,0,0,120,24,0,1,0,40,0,30,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
76,NASUSD,PERIOD_M5,1060,1031,646,618,450,1.436,1.373,2.809,4.647,1,43.000,41.350,44.750,43.000,0.9609,0.9616,54.82,54.80,23.889,22.972,1.80,5.40,2,2,1,1,646,618,529,507,18.11,17.96,18.04,117,111,0,0,0,2,4,4,7,4.55,1,411,5,13.00,13.00,13.00,0.00,2,72.100,66.500,59.400,69.500,16.300,-6.700,521,495,125,123,38715,80974,0,1,53,53,0,0,1,0.22,1,31,142,398,398,0,26.3750,0.0000,1.00000,1727367000,1727368500,0,0,25,40,1.800,0.050,0,0,120,24,0,1,0,24,0,40,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
33,NASUSD,PERIOD_M5,2015,2035,1227,1214,450,2.727,2.698,5.424,9.000,1,30.700,30.800,34.300,31.350,0.8950,0.9825,56.73,54.23,17.056,17.111,1.80,5.40,2,2,1,1,1227,1214,1078,1074,12.14,11.53,11.84,149,140,0,0,0,2,7,7,13,8.45,1,447,3,10.00,9.00,9.00,0.00,1,61.400,59.800,59.300,56.100,9.300,-3.900,907,898,320,316,38715,80974,0,1,50,43,0,0,1,0.22,1,56,162,767,786,0,26.2500,0.0000,1.00000,1727367000,1727368500,0,0,25,25,1.200,0.050,0,0,120,24,0,1,0,48,0,25,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
11,NASUSD,PERIOD_M5,2953,2962,2014,2012,450,4.476,4.471,8.947,13.144,1,25.700,23.550,27.100,26.200,0.9483,0.8989,55.18,56.61,14.278,13.083,1.80,5.40,2,2,1,1,2014,2012,1879,1869,6.70,7.11,6.91,135,143,0,0,0,2,9,9,15,9.75,1,448,2,6.00,7.00,6.00,0.00,1,59.150,57.400,57.300,56.100,10.100,-6.200,1474,1469,540,543,38715,80974,0,1,30,23,0,0,1,0.22,1,90,170,899,900,0,26.4750,0.0000,1.00000,1727367000,1727368500,0,0,25,15,0.900,0.050,0,0,120,24,0,1,0,79,0,15,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
55,NASUSD,PERIOD_M5,1450,1380,835,799,450,1.856,1.776,3.631,6.289,1,36.700,36.000,39.900,40.100,0.9198,0.8978,56.00,56.65,20.389,20.000,1.80,5.40,2,2,1,1,835,799,699,669,16.29,16.27,16.28,136,130,0,0,0,2,5,5,8,5.20,1,440,3,12.00,12.00,12.00,0.00,2,65.600,65.700,58.300,65.800,12.200,-5.500,649,617,186,182,38715,80974,0,1,53,53,0,0,1,0.22,1,38,147,594,564,0,25.9286,0.0000,1.00000,1727367000,1727368500,0,0,25,35,1.500,0.050,0,0,120,24,0,1,0,32,0,35,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
77,NASUSD,PERIOD_M5,1030,1001,609,577,450,1.353,1.282,2.636,4.513,1,43.000,42.100,45.100,44.500,0.9534,0.9461,55.03,55.24,23.889,23.389,1.80,5.40,2,2,1,1,609,577,488,458,19.87,20.62,20.24,121,119,0,0,0,2,4,4,7,4.55,1,403,9,14.00,14.00,14.00,0.00,2,71.700,66.700,62.100,66.900,15.000,-2.900,503,475,106,102,38715,80974,0,1,53,53,0,0,1,0.22,1,32,133,405,408,0,26.3357,0.0000,1.00000,1727367000,1727368500,0,0,25,45,1.800,0.050,0,0,120,24,0,1,0,27,0,45,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
12,NASUSD,PERIOD_M5,2477,2539,1607,1640,450,3.571,3.644,7.216,11.147,1,27.000,25.500,30.700,28.450,0.8795,0.8963,57.20,56.69,15.000,14.167,1.80,5.40,2,2,1,1,1607,1640,1459,1491,9.21,9.09,9.15,148,149,0,0,0,2,8,8,15,9.75,1,447,2,8.00,8.00,8.00,0.00,1,59.200,58.100,57.300,55.450,11.600,-3.750,1183,1212,424,428,38715,80974,0,1,40,33,0,0,1,0.22,1,65,166,838,866,0,26.7000,0.0000,1.00000,1727367000,1727368500,0,0,25,20,0.900,0.050,0,0,120,24,0,1,0,54,0,20,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
34,NASUSD,PERIOD_M5,1857,1797,1078,1028,450,2.396,2.284,4.680,8.120,1,32.700,30.800,36.250,35.850,0.9021,0.8591,56.52,57.82,18.167,17.111,1.80,5.40,2,2,1,1,1078,1028,920,881,14.66,14.30,14.48,158,147,0,0,0,2,6,6,11,7.15,1,447,3,10.00,11.00,11.00,0.00,1,61.800,60.400,60.800,61.400,11.900,-6.300,805,777,273,251,38715,80974,0,1,53,53,0,0,1,0.22,1,51,150,753,744,0,25.8786,0.0000,1.00000,1727367000,1727368500,0,0,25,30,1.200,0.050,0,0,120,24,0,1,0,45,0,30,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
56,NASUSD,PERIOD_M5,1376,1315,759,742,450,1.687,1.649,3.336,5.980,1,39.000,37.400,41.300,41.550,0.9443,0.9001,55.29,56.58,21.667,20.778,1.80,5.40,2,2,1,1,759,742,618,608,18.58,18.06,18.32,141,134,0,0,0,2,5,4,7,4.55,1,435,3,12.00,13.00,13.00,0.00,2,68.100,64.950,59.200,63.850,17.100,-4.400,609,594,150,148,38715,80974,0,1,53,53,0,0,1,0.22,1,37,149,596,557,0,26.2214,0.0000,1.00000,1727367000,1727368500,0,0,25,40,1.500,0.050,0,0,120,24,0,1,0,34,0,40,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
78,NASUSD,PERIOD_M5,975,946,575,545,450,1.278,1.211,2.489,4.269,1,46.100,41.000,44.400,47.300,1.0383,0.8668,52.74,57.58,25.611,22.778,1.80,5.40,2,2,1,1,575,545,456,430,20.70,21.10,20.89,119,115,0,0,0,2,5,4,6,3.90,1,385,9,15.00,15.00,15.00,0.00,2,72.000,64.350,61.850,67.400,14.150,-6.400,480,452,95,93,38715,80974,0,1,53,53,0,0,1,0.22,1,15,132,391,395,0,26.4821,0.0000,1.00000,1727367000,1727368500,0,0,25,50,1.800,0.050,0,0,120,24,0,1,0,10,0,50,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
13,NASUSD,PERIOD_M5,2231,2244,1387,1382,450,3.082,3.071,6.153,9.944,1,28.400,28.050,31.400,29.700,0.9045,0.9444,56.45,55.29,15.778,15.583,1.80,5.40,2,2,1,1,1387,1382,1226,1228,11.61,11.14,11.38,161,154,0,0,0,2,7,8,15,9.75,1,447,3,9.00,9.00,9.00,0.00,1,60.100,59.950,56.300,57.400,9.300,-2.400,1011,1022,376,360,38715,80974,0,1,50,43,0,0,1,0.22,1,72,164,814,820,0,26.2286,0.0000,1.00000,1727367000,1727368500,0,0,25,25,0.900,0.050,0,0,120,24,0,1,0,62,0,25,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
35,NASUSD,PERIOD_M5,1737,1641,961,921,450,2.136,2.047,4.182,7.507,1,34.600,33.800,36.400,37.500,0.9505,0.9013,55.11,56.54,19.222,18.778,1.80,5.40,2,2,1,1,961,921,804,782,16.34,15.09,15.73,157,139,0,0,0,2,6,6,10,6.50,1,445,3,11.00,12.00,11.00,0.00,1,62.200,61.400,59.700,61.850,11.950,-5.400,738,712,223,209,38715,80974,0,1,53,53,0,0,1,0.22,1,46,156,754,696,0,25.9607,0.0000,1.00000,1727367000,1727368500,0,0,25,35,1.200,0.050,0,0,120,24,0,1,0,40,0,35,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
