Pass,Simbolo,Periodo,Attraversamenti Grezzi Long,Attraversamenti Grezzi Short,Attraversamenti Eseguibili Long,Attraversamenti Eseguibili Short,Giorni Contati,Eseguibili Al Giorno Long,Eseguibili Al Giorno Short,Eseguibili Al Giorno Totale,Grezzi Al Giorno Totale,C1 Esito,Mfe Mediana Long Punti Indice,Mfe Mediana Short Punti Indice,Mae Mediana Long Punti Indice,Mae Mediana Short Punti Indice,Rr Da Mediane Long,Rr Da Mediane Short,Win Rate Necessario Long Pct,Win Rate Necessario Short Pct,Mfe Su Spread Long,Mfe Su Spread Short,Spread Misurato Punti Indice,Soglia C3 Punti Indice,C3 Esito Long,C3 Esito Short,C5 Esito Long,C5 Esito Short,Chiuse Long,Chiuse Short,Convergute Long,Convergute Short,Non Convergute Long Pct,Non Convergute Short Pct,Non Convergute Totale Pct,Uscite Fine Sessione Long,Uscite Fine Sessione Short,Uscite Tetto Barre Long,Uscite Tetto Barre Short,Uscite Fine Corsa Escluse,C6 Esito,Max Eseguibili Giorno Long,Max Eseguibili Giorno Short,Max Eseguibili Giorno Totale,Rischio Aperto Max Pct,C7 Cap Necessario,Giorni Almeno 2 Eseguibili,Giorni Zero Eseguibili,Tenuta Mediana Long Barre,Tenuta Mediana Short Barre,Tenuta Mediana Totale Barre,Sotto 60 Secondi Pct,C8 Esito,Mfe Orizzonte Mediana Long,Mfe Orizzonte Mediana Short,Mae Orizzonte Mediana Long,Mae Orizzonte Mediana Short,Movimento Orizzonte Mediano Long,Movimento Orizzonte Mediano Short,Orizzonte Completo Long,Orizzonte Completo Short,Orizzonte Incompleto Long,Orizzonte Incompleto Short,Barre Valutate,Barre Fuori Finestra,Barre Saltate Dati,Valutazioni Metro Mancante Segnale,Valutazioni Perse Buco Finestra,Valutazioni Con Solo Metro,Barre Senza Z Con Posizione Aperta,Z Non Calcolabile,Giorni Spaiati,Giorni Spaiati Pct,C2 Esito,Attraversamenti Ingresso Fuori Finestra,Attraversamenti Prima Barra Sessione,Occupato Stesso Lato Long,Occupato Stesso Lato Short,Scartati Occupato Altro Lato Collaudo,Atr Mediano Punti Indice,Atr Divergenza Rel Media Pct,Punto Indice Prezzo,Metro Prima Barra Epoch,Gamba Prima Barra Epoch,Campioni Troncati,Autotest Falliti,Autotest Blocchi,Finestra N,Soglia Ingresso Sigma,Soglia Uscita Sigma,Modo Spread,Modo Z Score,Barre Max Tenuta,Barre Orizzonte,Lato Attivo,Giorni Festa Metro,Giorni Metro Zero Calendario,Ingressi Barra Reale Fuori,Chiuse Zero Barre,InpFinestraN,InpSogliaIngressoSigma,InpSimboloMetro,InpModoSpread,InpModoZScore,InpSogliaUscitaSigma,InpOraInizioServer,InpMinInizioServer,InpOraFineServer,InpMinFineServer,InpBarreMaxTenuta,InpBarreOrizzonte,InpLato,InpPuntiPerIndice,InpAtrPeriod,InpAtrModoRma,InpWarmupBarre,InpConfrontaMT5,InpScriviCsv,InpVerbose,InpAutoTest,InpTag
29,D30EUR,PERIOD_M5,1263,1278,658,673,441,1.492,1.526,3.018,5.762,1,25.200,26.300,25.900,27.000,0.9730,0.9741,54.49,54.46,9.000,9.393,2.80,8.40,2,2,1,1,658,673,514,495,21.88,26.45,24.19,144,178,0,0,0,2,6,5,9,5.85,1,411,6,15.50,15.00,15.00,0.00,2,39.400,39.500,38.900,36.500,7.800,-3.000,547,553,111,120,38760,77154,0,1057,194,28,440,0,62,14.06,0,22,82,592,596,0,18.6500,0.0000,1.00000,1727367000,1727367000,0,0,25,55,1.050,0.050,0,0,120,24,0,2,0,18,0,55,1.05,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
51,D30EUR,PERIOD_M5,2086,2135,1456,1464,441,3.302,3.320,6.621,9.571,1,16.500,17.500,15.600,17.000,1.0577,1.0294,52.24,52.97,5.893,6.250,2.80,8.40,1,2,1,1,1456,1464,1369,1364,5.98,6.83,6.40,87,100,0,0,0,2,7,6,11,7.15,1,438,3,7.00,7.00,7.00,0.00,1,34.500,34.900,36.500,35.000,5.000,-3.500,1110,1097,346,367,38760,77154,0,1057,90,9,690,0,57,12.93,0,51,135,609,641,0,17.3857,0.0000,1.00000,1727367000,1727367000,0,0,25,15,1.500,0.050,0,0,120,24,0,2,0,40,0,15,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
30,D30EUR,PERIOD_M5,3183,3315,2360,2427,441,5.351,5.503,10.855,14.735,1,13.500,14.000,13.150,13.000,1.0266,1.0769,53.04,51.76,4.821,5.000,2.80,8.40,1,1,1,1,2360,2427,2241,2298,5.04,5.32,5.18,119,129,0,0,0,2,9,10,17,11.05,1,438,3,5.00,5.00,5.00,0.00,1,33.500,34.050,33.500,33.500,5.200,-4.700,1751,1786,609,641,38760,77154,0,1057,60,9,633,0,57,12.93,0,85,164,780,846,0,17.0643,0.0000,1.00000,1727367000,1727367000,0,0,25,10,1.200,0.050,0,0,120,24,0,2,0,67,0,10,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
52,D30EUR,PERIOD_M5,1762,1876,1143,1181,441,2.592,2.678,5.270,8.249,1,18.800,19.000,18.400,18.900,1.0217,1.0053,53.17,53.61,6.714,6.786,2.80,8.40,2,2,1,1,1143,1181,1040,1056,9.01,10.58,9.81,103,125,0,0,0,2,6,8,11,7.15,1,437,4,9.00,9.00,9.00,0.00,1,36.100,36.900,36.500,35.700,4.000,-2.500,873,883,270,298,38760,77154,0,1057,120,9,568,0,57,12.93,0,33,117,604,677,0,17.4607,0.0000,1.00000,1727367000,1727367000,0,0,25,20,1.500,0.050,0,0,120,24,0,2,0,24,0,20,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
74,D30EUR,PERIOD_M5,1057,1143,678,711,441,1.537,1.612,3.150,4.989,1,22.500,23.500,22.300,22.700,1.0090,1.0352,53.51,52.82,8.036,8.393,2.80,8.40,2,2,1,1,678,711,584,583,13.86,18.00,15.98,94,128,0,0,0,2,4,5,7,4.55,1,424,5,12.00,12.00,12.00,0.00,2,36.500,39.500,35.000,35.900,6.000,-0.550,529,534,149,177,38760,77154,0,1057,173,9,339,0,57,12.93,0,29,93,369,413,0,17.8143,0.0000,1.00000,1727367000,1727367000,0,0,25,30,1.800,0.050,0,0,120,24,0,2,0,23,0,30,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
8,D30EUR,PERIOD_M5,1409,1440,831,824,441,1.884,1.868,3.753,6.460,1,23.100,22.750,22.300,24.900,1.0359,0.9137,52.80,56.18,8.250,8.125,2.80,8.40,2,2,1,1,831,824,680,637,18.17,22.69,20.42,151,187,0,0,0,2,6,6,11,7.15,1,417,6,11.00,12.00,12.00,0.00,2,38.800,38.000,39.600,36.000,4.000,-2.900,685,677,146,147,38760,77154,0,1057,194,9,590,0,57,12.93,0,22,98,568,604,0,18.6000,0.0000,1.00000,1727367000,1727367000,0,0,25,50,0.750,0.050,0,0,120,24,0,2,0,19,0,50,0.75,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
31,D30EUR,PERIOD_M5,2574,2621,1725,1704,441,3.912,3.864,7.776,11.780,1,16.500,16.950,15.000,16.600,1.1000,1.0211,51.19,53.19,5.893,6.054,2.80,8.40,1,2,1,1,1725,1704,1617,1580,6.26,7.28,6.77,108,124,0,0,0,2,8,7,15,9.75,1,438,3,7.00,7.00,7.00,0.00,1,35.600,34.800,35.000,35.500,6.300,-5.400,1299,1269,426,435,38760,77154,0,1057,90,9,672,0,57,12.93,0,59,141,825,882,0,17.4929,0.0000,1.00000,1727367000,1727367000,0,0,25,15,1.200,0.050,0,0,120,24,0,2,0,48,0,15,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
53,D30EUR,PERIOD_M5,1557,1676,948,989,441,2.150,2.243,4.392,7.331,1,20.950,21.000,19.550,21.800,1.0716,0.9633,51.89,54.75,7.482,7.500,2.80,8.40,2,2,1,1,948,989,840,869,11.39,12.13,11.77,108,120,0,0,0,2,5,7,8,5.20,1,435,4,11.00,11.00,11.00,0.00,1,37.650,36.350,36.000,35.450,6.050,-4.050,740,740,208,249,38760,77154,0,1057,150,9,448,0,57,12.93,0,28,100,594,674,0,17.8286,0.0000,1.00000,1727367000,1727367000,0,0,25,25,1.500,0.050,0,0,120,24,0,2,0,22,0,25,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
75,D30EUR,PERIOD_M5,974,1049,620,643,441,1.406,1.458,2.864,4.587,1,23.500,24.000,23.400,23.500,1.0043,1.0213,53.64,53.18,8.393,8.571,2.80,8.40,2,2,1,1,620,643,512,518,17.42,19.44,18.45,108,125,0,0,0,2,4,4,7,4.55,1,418,5,14.00,13.00,13.00,0.00,2,38.800,41.000,40.000,36.100,6.900,0.100,499,491,121,152,38760,77154,0,1057,191,9,426,0,57,12.93,0,20,91,346,394,0,18.0643,0.0000,1.00000,1727367000,1727367000,0,0,25,35,1.800,0.050,0,0,120,24,0,2,0,15,0,35,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
9,D30EUR,PERIOD_M5,1323,1403,776,774,441,1.760,1.755,3.515,6.181,1,22.900,24.750,24.000,24.950,0.9542,0.9920,55.01,53.97,8.179,8.839,2.80,8.40,2,2,1,1,776,774,622,588,19.85,24.03,21.94,154,186,0,0,0,2,6,6,10,6.50,1,416,6,12.00,13.00,12.00,0.00,2,37.000,37.750,40.000,38.650,2.700,-5.700,643,644,133,130,38760,77154,0,1057,194,28,511,0,62,14.06,0,20,82,540,616,0,18.7321,0.0000,1.00000,1727367000,1727367000,0,0,25,55,0.750,0.050,0,0,120,24,0,2,0,16,0,55,0.75,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
32,D30EUR,PERIOD_M5,2111,2264,1324,1363,441,3.002,3.091,6.093,9.921,1,18.500,19.000,16.500,18.500,1.1212,1.0270,50.68,53.03,6.607,6.786,2.80,8.40,2,2,1,1,1324,1363,1207,1226,8.84,10.05,9.45,117,137,0,0,0,2,7,9,12,7.80,1,436,4,9.00,9.00,9.00,0.00,1,35.500,36.250,35.700,36.800,4.000,-3.500,1019,1016,305,347,38760,77154,0,1057,120,9,638,0,57,12.93,0,50,125,768,870,0,17.7143,0.0000,1.00000,1727367000,1727367000,0,0,25,20,1.200,0.050,0,0,120,24,0,2,0,41,0,20,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
54,D30EUR,PERIOD_M5,1384,1545,837,865,441,1.898,1.961,3.859,6.642,1,21.500,22.800,20.000,22.600,1.0750,1.0088,51.81,53.51,7.679,8.143,2.80,8.40,2,2,1,1,837,865,725,723,13.38,16.42,14.92,112,142,0,0,0,2,5,6,8,5.20,1,433,4,11.00,12.00,11.00,0.00,1,37.400,37.600,35.200,35.300,6.200,-2.500,661,665,176,200,38760,77154,0,1057,173,9,469,0,57,12.93,0,41,93,532,654,0,18.1143,0.0000,1.00000,1727367000,1727367000,0,0,25,30,1.500,0.050,0,0,120,24,0,2,0,34,0,30,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
76,D30EUR,PERIOD_M5,926,948,566,557,441,1.283,1.263,2.546,4.249,1,25.300,25.600,24.050,25.500,1.0520,1.0039,52.39,53.64,9.036,9.143,2.80,8.40,2,2,1,1,566,557,464,432,18.02,22.44,20.21,102,125,0,0,0,2,4,3,7,4.55,1,392,7,14.00,15.00,15.00,0.00,2,40.000,42.450,40.300,37.650,8.100,-1.350,462,438,104,119,38760,77154,0,1057,194,9,432,0,57,12.93,0,16,87,354,381,0,18.3714,0.0000,1.00000,1727367000,1727367000,0,0,25,40,1.800,0.050,0,0,120,24,0,2,0,11,0,40,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
10,D30EUR,PERIOD_M5,3570,3632,2686,2738,441,6.091,6.209,12.299,16.331,1,13.000,13.500,13.000,12.600,1.0000,1.0714,53.75,51.90,4.643,4.821,2.80,8.40,1,1,1,1,2686,2738,2549,2592,5.10,5.33,5.22,137,146,0,0,0,2,10,12,19,12.35,1,438,3,5.00,5.00,5.00,0.00,1,34.500,34.000,32.650,33.800,4.500,-4.500,1988,2009,698,729,38760,77154,0,1057,60,9,716,0,57,12.93,0,82,167,840,856,0,17.1500,0.0000,1.00000,1727367000,1727367000,0,0,25,10,0.900,0.050,0,0,120,24,0,2,0,70,0,10,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
33,D30EUR,PERIOD_M5,1865,1972,1100,1150,441,2.494,2.608,5.102,8.701,1,20.000,20.750,18.500,21.050,1.0811,0.9857,51.66,54.14,7.143,7.411,2.80,8.40,2,2,1,1,1100,1150,980,1019,10.91,11.39,11.16,120,131,0,0,0,2,6,7,10,6.50,1,435,4,10.00,10.00,10.00,0.00,1,37.500,37.200,37.050,36.000,5.300,-4.050,852,876,248,274,38760,77154,0,1057,150,9,520,0,57,12.93,0,41,114,743,803,0,17.9679,0.0000,1.00000,1727367000,1727367000,0,0,25,25,1.200,0.050,0,0,120,24,0,2,0,30,0,25,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
55,D30EUR,PERIOD_M5,1305,1395,735,779,441,1.667,1.766,3.433,6.122,1,22.400,22.100,22.600,23.000,0.9912,0.9609,53.99,54.82,8.000,7.893,2.80,8.40,2,2,1,1,735,779,612,632,16.73,18.87,17.83,123,147,0,0,0,2,5,6,9,5.85,1,430,5,13.00,12.00,13.00,0.00,2,38.100,39.000,37.450,34.500,8.200,-1.400,586,599,149,180,38760,77154,0,1057,191,9,478,0,57,12.93,0,23,99,558,605,0,18.0214,0.0000,1.00000,1727367000,1727367000,0,0,25,35,1.500,0.050,0,0,120,24,0,2,0,17,0,35,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
77,D30EUR,PERIOD_M5,900,868,538,499,441,1.220,1.132,2.351,4.009,1,27.200,26.200,25.500,26.000,1.0667,1.0077,52.02,53.54,9.714,9.357,2.80,8.40,2,2,1,1,538,499,427,378,20.63,24.25,22.37,111,121,0,0,0,2,5,3,6,3.90,1,371,8,15.00,16.00,15.00,0.00,2,43.800,39.500,38.750,37.400,9.450,-2.000,438,395,100,104,38760,77154,0,1057,194,9,478,0,57,12.93,0,7,79,361,363,0,18.5071,0.0000,1.00000,1727367000,1727367000,0,0,25,45,1.800,0.050,0,0,120,24,0,2,0,4,0,45,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
11,D30EUR,PERIOD_M5,2812,2893,1968,1955,441,4.463,4.433,8.896,12.937,1,15.500,16.100,14.000,15.800,1.1071,1.0190,51.02,53.24,5.536,5.750,2.80,8.40,1,1,1,1,1968,1955,1844,1807,6.30,7.57,6.93,124,148,0,0,0,2,9,9,18,11.70,1,438,3,6.00,7.00,6.00,0.00,1,34.500,35.500,35.100,35.000,5.200,-4.500,1469,1442,499,513,38760,77154,0,1057,90,9,778,0,57,12.93,0,62,143,814,906,0,17.5286,0.0000,1.00000,1727367000,1727367000,0,0,25,15,0.900,0.050,0,0,120,24,0,2,0,52,0,15,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
34,D30EUR,PERIOD_M5,1701,1795,972,999,441,2.204,2.265,4.469,7.927,1,21.000,21.400,20.500,22.000,1.0244,0.9727,53.10,54.49,7.500,7.643,2.80,8.40,2,2,1,1,972,999,843,838,13.27,16.12,14.71,129,161,0,0,0,2,6,6,10,6.50,1,436,4,11.00,11.00,11.00,0.00,1,35.000,37.450,38.200,36.200,5.300,-4.450,763,766,209,233,38760,77154,0,1057,173,9,564,0,57,12.93,0,36,108,708,781,0,18.2500,0.0000,1.00000,1727367000,1727367000,0,0,25,30,1.200,0.050,0,0,120,24,0,2,0,30,0,30,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
56,D30EUR,PERIOD_M5,1201,1280,680,697,441,1.542,1.580,3.122,5.626,1,23.650,25.500,23.850,23.000,0.9916,1.1087,53.98,50.98,8.446,9.107,2.80,8.40,2,2,1,1,680,697,554,548,18.53,21.38,19.97,126,149,0,0,0,2,6,6,9,5.85,1,428,5,14.00,14.00,14.00,0.00,2,39.800,40.650,39.100,35.500,8.500,0.050,551,550,129,147,38760,77154,0,1057,194,9,643,0,57,12.93,0,19,90,511,574,0,18.2857,0.0000,1.00000,1727367000,1727367000,0,0,25,40,1.500,0.050,0,0,120,24,0,2,0,15,0,40,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
78,D30EUR,PERIOD_M5,847,823,489,470,441,1.109,1.066,2.175,3.787,1,28.600,28.000,25.600,24.100,1.1172,1.1618,50.77,49.73,10.214,10.000,2.80,8.40,2,2,1,1,489,470,379,331,22.49,29.57,25.96,110,139,0,0,0,1,5,3,6,3.90,1,355,13,18.00,17.00,17.00,0.00,2,43.100,40.600,37.200,36.500,11.000,-2.200,402,365,87,105,38760,77154,0,1057,194,9,477,0,57,12.93,0,12,65,352,347,0,18.2857,0.0000,1.00000,1727367000,1727367000,0,0,25,50,1.800,0.050,0,0,120,24,0,2,0,9,0,50,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
12,D30EUR,PERIOD_M5,2379,2464,1513,1541,441,3.431,3.494,6.925,10.982,1,17.700,18.000,15.500,18.000,1.1419,1.0000,50.19,53.75,6.321,6.429,2.80,8.40,2,2,1,1,1513,1541,1380,1395,8.79,9.47,9.14,133,146,0,0,0,2,7,9,14,9.10,1,436,4,8.00,8.00,8.00,0.00,1,35.500,36.700,36.800,37.000,5.000,-3.500,1151,1154,362,387,38760,77154,0,1057,120,9,651,0,57,12.93,0,64,137,831,894,0,17.7893,0.0000,1.00000,1727367000,1727367000,0,0,25,20,0.900,0.050,0,0,120,24,0,2,0,53,0,20,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
35,D30EUR,PERIOD_M5,1530,1640,857,897,441,1.943,2.034,3.977,7.188,1,21.000,22.000,21.300,22.800,0.9859,0.9649,54.13,54.71,7.500,7.857,2.80,8.40,2,2,1,1,857,897,719,737,16.10,17.84,16.99,138,160,0,0,0,2,6,6,10,6.50,1,432,5,12.00,12.00,12.00,0.00,2,35.500,39.500,37.100,35.800,5.000,-0.900,681,687,176,210,38760,77154,0,1057,191,9,591,0,57,12.93,0,27,92,657,732,0,18.0357,0.0000,1.00000,1727367000,1727367000,0,0,25,35,1.200,0.050,0,0,120,24,0,2,0,23,0,35,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
57,D30EUR,PERIOD_M5,1133,1218,635,635,441,1.440,1.440,2.880,5.331,1,26.400,25.700,23.400,25.000,1.1282,1.0280,50.51,53.01,9.429,9.179,2.80,8.40,2,2,1,1,635,635,507,490,20.16,22.83,21.50,128,145,0,0,0,2,6,4,9,5.85,1,418,5,14.00,15.00,14.00,0.00,2,39.500,39.500,39.000,37.000,7.250,-3.000,510,516,125,119,38760,77154,0,1057,194,9,536,0,57,12.93,0,22,85,490,569,0,18.1536,0.0000,1.00000,1727367000,1727367000,0,0,25,45,1.500,0.050,0,0,120,24,0,2,0,19,0,45,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
79,D30EUR,PERIOD_M5,795,808,457,447,441,1.036,1.014,2.050,3.635,1,29.900,27.500,26.300,25.500,1.1369,1.0784,50.31,51.72,10.679,9.821,2.80,8.40,2,2,1,1,457,447,350,303,23.41,32.21,27.77,107,144,0,0,0,1,4,3,5,3.25,0,333,20,18.00,17.00,18.00,0.00,2,44.100,38.100,37.400,40.200,10.600,-0.350,377,344,80,103,38760,77154,0,1057,194,28,418,0,62,14.06,0,10,60,333,356,0,18.4964,0.0000,1.00000,1727367000,1727367000,0,0,25,55,1.800,0.050,0,0,120,24,0,2,0,8,0,55,1.80,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
13,D30EUR,PERIOD_M5,2043,2119,1238,1316,441,2.807,2.984,5.791,9.438,1,19.050,19.450,17.000,19.150,1.1206,1.0157,50.69,53.33,6.804,6.946,2.80,8.40,2,2,1,1,1238,1316,1100,1169,11.15,11.17,11.16,138,147,0,0,0,2,7,9,13,8.45,1,435,4,9.00,9.00,9.00,0.00,1,36.500,37.900,35.500,36.400,4.000,-5.000,945,1001,293,315,38760,77154,0,1057,150,9,614,0,57,12.93,0,41,116,782,785,0,17.9321,0.0000,1.00000,1727367000,1727367000,0,0,25,25,0.900,0.050,0,0,120,24,0,2,0,30,0,25,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
36,D30EUR,PERIOD_M5,1440,1532,790,808,441,1.791,1.832,3.624,6.739,1,23.500,24.550,22.000,22.500,1.0682,1.0911,51.98,51.41,8.393,8.768,2.80,8.40,2,2,1,1,790,808,651,640,17.59,20.79,19.21,139,168,0,0,0,2,6,6,10,6.50,1,432,5,13.00,12.00,13.00,0.00,2,36.500,38.500,38.400,36.100,6.350,-3.500,638,637,152,171,38760,77154,0,1057,194,9,704,0,57,12.93,0,30,91,633,711,0,18.1036,0.0000,1.00000,1727367000,1727367000,0,0,25,40,1.200,0.050,0,0,120,24,0,2,0,24,0,40,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
58,D30EUR,PERIOD_M5,1063,1156,580,587,441,1.315,1.331,2.646,5.032,1,27.950,25.500,25.150,27.500,1.1113,0.9273,50.92,55.78,9.982,9.107,2.80,8.40,2,2,1,1,580,587,455,431,21.55,26.58,24.08,125,156,0,0,0,2,5,3,7,4.55,1,411,7,17.00,17.00,17.00,0.00,2,41.600,39.000,38.500,36.200,8.300,-1.300,481,486,99,101,38760,77154,0,1057,194,9,515,0,57,12.93,0,22,82,472,558,0,18.4714,0.0000,1.00000,1727367000,1727367000,0,0,25,50,1.500,0.050,0,0,120,24,0,2,0,16,0,50,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
80,D30EUR,PERIOD_M5,1231,1264,1095,1118,441,2.483,2.535,5.018,5.658,1,15.000,14.000,14.000,14.350,1.0714,0.9756,51.90,54.41,5.357,5.000,2.80,8.40,1,1,1,1,1095,1118,1055,1069,3.65,4.38,4.02,40,49,0,0,0,2,6,6,9,5.85,1,435,3,5.00,5.00,5.00,0.00,1,34.800,34.600,35.000,34.900,3.500,-5.400,843,797,252,321,38760,77154,0,1057,60,9,312,0,57,12.93,0,31,103,119,132,0,17.0357,0.0000,1.00000,1727367000,1727367000,0,0,25,10,1.950,0.050,0,0,120,24,0,2,0,23,0,10,1.95,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
14,D30EUR,PERIOD_M5,1842,1926,1108,1159,441,2.512,2.628,5.141,8.544,1,20.900,20.200,18.700,21.300,1.1176,0.9484,50.76,55.17,7.464,7.214,2.80,8.40,2,2,1,1,1108,1159,965,989,12.91,14.67,13.81,143,170,0,0,0,2,6,8,12,7.80,1,435,4,10.00,10.00,10.00,0.00,1,37.900,36.600,38.000,37.200,5.300,-4.700,865,891,243,268,38760,77154,0,1057,173,9,648,0,57,12.93,0,42,103,706,753,0,18.2071,0.0000,1.00000,1727367000,1727367000,0,0,25,30,0.900,0.050,0,0,120,24,0,2,0,37,0,30,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
37,D30EUR,PERIOD_M5,1372,1464,727,737,441,1.649,1.671,3.320,6.431,1,24.700,23.500,23.200,24.500,1.0647,0.9592,52.07,54.87,8.821,8.393,2.80,8.40,2,2,1,1,727,737,591,574,18.71,22.12,20.42,136,163,0,0,0,2,6,5,10,6.50,1,425,5,14.00,13.00,14.00,0.00,2,38.100,39.500,39.600,35.900,6.500,-2.100,589,595,138,142,38760,77154,0,1057,194,9,640,0,57,12.93,0,28,89,629,715,0,18.1429,0.0000,1.00000,1727367000,1727367000,0,0,25,45,1.200,0.050,0,0,120,24,0,2,0,21,0,45,1.20,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
81,D30EUR,PERIOD_M5,1155,1214,927,984,441,2.102,2.231,4.333,5.372,1,18.500,17.750,16.200,18.900,1.1420,0.9392,50.19,55.44,6.607,6.339,2.80,8.40,2,2,1,1,927,984,883,918,4.75,6.71,5.76,44,66,0,0,0,2,5,5,8,5.20,1,435,3,7.00,7.00,7.00,0.00,1,39.450,35.950,34.150,36.000,7.300,-4.100,704,726,223,258,38760,77154,0,1057,90,9,347,0,57,12.93,0,25,102,219,214,0,17.2857,0.0000,1.00000,1727367000,1727367000,0,0,25,15,1.950,0.050,0,0,120,24,0,2,0,19,0,15,1.95,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
59,D30EUR,PERIOD_M5,1037,1061,530,539,441,1.202,1.222,2.424,4.757,1,30.950,26.600,26.000,27.700,1.1904,0.9603,49.08,54.84,11.054,9.500,2.80,8.40,2,2,1,1,530,539,401,378,24.34,29.87,27.13,129,161,0,0,0,1,4,3,7,4.55,1,393,7,18.00,17.00,18.00,0.00,2,42.800,37.500,36.500,37.400,10.800,-2.000,428,431,102,108,38760,77154,0,1057,194,28,433,0,62,14.06,0,18,72,497,514,0,18.1071,0.0000,1.00000,1727367000,1727367000,0,0,25,55,1.500,0.050,0,0,120,24,0,2,0,13,0,55,1.50,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
15,D30EUR,PERIOD_M5,1686,1794,977,1018,441,2.215,2.308,4.524,7.891,1,21.000,20.500,20.500,22.500,1.0244,0.9111,53.10,56.25,7.500,7.321,2.80,8.40,2,2,1,1,977,1018,834,844,14.64,17.09,15.89,143,174,0,0,0,2,6,7,10,6.50,1,433,5,11.00,11.00,11.00,0.00,1,35.500,36.900,36.900,37.400,5.500,-5.600,778,787,199,231,38760,77154,0,1057,191,9,628,0,57,12.93,0,43,99,686,756,0,18.1357,0.0000,1.00000,1727367000,1727367000,0,0,25,35,0.900,0.050,0,0,120,24,0,2,0,38,0,35,0.90,U30USD,0,0,0.05,14,30,22,0,120,24,0,100,14,0,300,1,1,1,1,RELATIVO_SONDA
