Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpStMult,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
6,632.04,12.89878,2.36631,2.12236,4.82721,2.7258,49,16388,3.5,8,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV DOW H4,970914,0,1
5,-24.04,-0.42175,0.96686,-0.05951,-0.21277,3.9664,57,16387,3.5,8,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV DOW H4,970914,0,1
3,246.55,1.36972,1.13689,0.35204,1.11015,6.4989,180,16385,3.5,8,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV DOW H4,970914,0,1
2,1972.64,5.44928,1.55723,3.67803,5.23967,4.9591,362,30,3.5,8,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV DOW H4,970914,0,1
4,4.60,0.03680,1.00462,0.00611,0.02800,7.1743,125,16386,3.5,8,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV DOW H4,970914,0,1
7,-13.09,-0.48481,0.96095,-0.04239,-0.15272,3.0800,27,16390,3.5,8,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV DOW H4,970914,0,1
1,-282.76,-0.64118,0.93743,-0.26186,-0.93239,10.5971,441,20,3.5,8,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV DOW H4,970914,0,1
0,-1759.80,-2.60325,0.75311,-0.83874,-4.34379,20.4368,676,15,3.5,8,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV DOW H4,970914,0,1
10,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,16408,3.5,8,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV DOW H4,970914,0,1
9,-371.71,-21.86529,0.03876,-0.94489,-5.00000,3.9254,17,16396,3.5,8,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV DOW H4,970914,0,1
8,202.51,5.47324,1.67266,0.70919,2.05317,2.7484,37,16392,3.5,8,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV DOW H4,970914,0,1
