Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,Barre Valutate,Rifiuto Long,Rifiuto Short,Accett Long,Accett Short,Long,Short,Reject,Guardian,Flat Chiusure,InpMagic,InpUsaGuardian,InpBandaLen,InpBandaAtr,InpAtrLen,InpVolFrazione,InpUsaFiltroVolume,InpUsaRamoRifiuto,InpUsaRamoAccettazione,InpAllowLong,InpAllowShort,InpOraInizio,InpMinInizio,InpOraFine,InpMinFine,InpUsaFlatSeduta,InpOraFlat,InpMinFlat,InpStopAtr,InpMinStopPts,InpMT5PerPuntoIndice,InpRR,InpBEatR,InpRiskPercent,InpMaxSpreadPctOfStop,InpMaxTradesPerDay,InpComment,InpVerbose
0,-264.58,-0.67495,0.97856,-0.13836,-0.49900,18.0147,392,-2.4661,-599,-598.70,4485,188,183,1476,1346,188,204,1645,0,114,769900,1,40,0.8,14,0.8,1,1,1,1,1,8,0,20,30,1,21,0,1.5,25,100,2,0,0.65,2.5,0,LVN,1
1,-264.58,-0.67495,0.97856,-0.13836,-0.49900,18.0147,392,-2.4661,-599,-598.70,4485,188,183,1476,1346,188,204,1645,0,114,769950,1,40,0.8,14,0.8,1,1,1,1,1,8,0,20,30,1,21,0,1.5,25,100,2,0,0.65,2.5,0,LVN,1
