Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpBEatR,InpUsaGuardian,InpSessionHour,InpSessionMin,InpRangeMinutes,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpMaxPosSimbolo,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpOCTimeframe,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpAllowReverse,InpDelayMinutes,InpDelayDirMode,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpUseTrailing,InpTrailStartR,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpSpaceMode,InpSpaceTF,InpSpaceMinR,InpSpaceMaxR,InpSpaceEma1,InpSpaceEma2,InpSpaceEma3,InpSpaceEma4,InpSpaceUseST,InpMagic,InpMaxSpread,InpVerbose
0,3050.56,17.43177,1.12733,0.65219,4.71800,5.4089,175,-1.0195,-2503,-2503.30,0.00,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,16388,0,0,14,50,100,200,0,789521,0,1
1,1876.74,11.87810,1.14812,0.62268,4.83022,3.6667,158,-1.0152,-1690,-1690.33,0.15,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,16388,0,0,14,50,100,200,0,789521,0,1
2,1909.94,11.10430,1.09700,0.67859,3.54613,3.3950,172,-1.0180,-1658,-1658.05,0.30,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,16388,0,0,14,50,100,200,0,789521,0,1
3,898.44,5.13394,1.03942,0.20290,1.49198,5.2892,175,-1.0176,-2412,-2411.67,0.45,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,16388,0,0,14,50,100,200,0,789521,0,1
4,1913.60,10.81130,1.08046,0.37818,3.07346,5.9016,177,-1.0163,-2471,-2470.59,0.60,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,16388,0,0,14,50,100,200,0,789521,0,1
5,2538.47,14.50554,1.10624,0.50666,3.98189,5.8051,175,-1.0184,-2478,-2478.11,0.75,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,16388,0,0,14,50,100,200,0,789521,0,1
6,2787.99,16.02293,1.11649,0.57262,4.33554,5.6346,174,-1.0192,-2492,-2492.13,0.90,1,8,0,35,17,30,1,1,0,2,0,16385,60,500,0,120,1,0,0,0,200,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,16388,0,0,14,50,100,200,0,789521,0,1
