close_time;symbol;magic;position_id;deal_type;volume;price;net_profit
2025.06.20 04:55:11;GBPUSD;770523;2;0;0.26;1.34995;-171.76
2025.06.24 12:00:00;GBPUSD;770523;5;1;0.12;1.36085;55.08
2025.06.24 15:24:17;GBPUSD;770523;6;1;0.26;1.36388;140.92
2025.07.02 10:10:42;GBPUSD;770523;5;1;0.13;1.36938;150.04
2025.07.02 10:10:42;GBPUSD;770523;6;1;0.27;1.36938;264.58
2025.07.11 09:06:09;GBPUSD;770523;11;0;0.23;1.35322;88.29
2025.07.11 14:00:00;GBPUSD;770523;12;0;0.48;1.35040;217.41
2025.07.15 14:36:31;GBPUSD;770523;11;0;0.24;1.34156;331.99
2025.07.15 15:02:30;GBPUSD;770523;12;0;0.49;1.33956;678.17
2025.07.23 18:02:03;GBPUSD;770523;17;1;0.25;1.35680;73.85
2025.07.24 13:41:32;GBPUSD;770523;17;1;0.26;1.35329;-3.00
2025.07.25 12:13:25;GBPUSD;770523;21;0;0.26;1.34541;79.91
2025.07.25 14:02:48;GBPUSD;770523;22;0;0.54;1.34297;185.83
2025.07.29 04:52:41;GBPUSD;770523;21;0;0.27;1.33421;344.14
2025.07.29 08:29:24;GBPUSD;770523;22;0;0.54;1.33222;690.10
2025.08.11 15:41:07;GBPUSD;770523;27;1;0.35;1.34058;-120.53
2025.08.22 04:37:16;GBPUSD;770523;30;0;0.28;1.34068;93.98
2025.08.22 15:00:03;GBPUSD;770523;30;0;0.29;1.34481;-5.90
2025.08.22 15:00:12;GBPUSD;770523;31;0;1.15;1.34605;-343.35
2025.08.27 18:19:35;GBPUSD;770523;35;0;0.47;1.35009;-318.84
2025.09.05 07:01:56;GBPUSD;770523;38;0;0.21;1.34683;-211.61
2025.09.09 02:00:00;GBPUSD;770523;41;1;0.24;1.35581;74.56
2025.09.09 10:09:21;GBPUSD;770523;42;1;0.50;1.35792;159.23
2025.09.09 15:04:04;GBPUSD;770523;42;1;0.50;1.35407;-4.38
2025.09.09 20:06:34;GBPUSD;770523;41;1;0.25;1.35206;-1.98
2025.09.23 02:41:15;GBPUSD;770523;47;0;0.39;1.35259;-189.00
2025.10.21 06:18:10;GBPUSD;770523;50;1;0.47;1.33851;-202.65
2025.11.26 16:19:38;GBPUSD;770523;53;1;0.30;1.32311;160.01
2025.11.27 00:00:00;GBPUSD;770523;54;1;0.60;1.32381;247.59
2025.12.02 11:17:52;GBPUSD;770523;54;1;0.61;1.31889;-12.30
2025.12.02 11:23:08;GBPUSD;770523;53;1;0.30;1.31824;28.88
2026.01.09 14:30:11;GBPUSD;770523;59;0;0.39;1.33991;109.46
2026.01.09 14:32:32;GBPUSD;770523;59;0;0.39;1.34323;-1.90
2026.01.13 17:09:23;GBPUSD;770523;63;1;0.56;1.34286;-173.16
2026.01.15 14:00:00;GBPUSD;770523;66;0;0.36;1.34038;108.23
2026.01.19 15:32:27;GBPUSD;770523;66;0;0.37;1.34181;64.36
2026.01.21 11:26:38;GBPUSD;770523;70;1;0.51;1.34064;-325.43
2026.01.22 17:11:50;GBPUSD;770523;73;1;0.41;1.34874;140.46
2026.01.23 10:44:20;GBPUSD;770523;74;1;0.83;1.35247;404.33
2026.01.23 16:07:12;GBPUSD;770523;73;1;0.41;1.35435;334.94
2026.01.23 16:52:26;GBPUSD;770523;74;1;0.83;1.35635;677.67
2026.02.09 12:55:47;GBPUSD;770523;79;0;0.36;1.36460;-293.76
2026.02.09 12:55:47;GBPUSD;770523;80;0;0.73;1.36460;-718.68
2026.02.10 14:02:26;GBPUSD;770523;83;1;0.20;1.36893;73.99
2026.02.10 18:48:37;GBPUSD;770523;83;1;0.20;1.36447;-1.01
2026.02.11 12:00:01;GBPUSD;770523;84;1;0.41;1.37065;140.20
2026.02.11 14:30:03;GBPUSD;770523;84;1;0.41;1.36553;-35.93
2026.02.17 08:35:00;GBPUSD;770523;89;0;0.23;1.35595;80.92
2026.02.17 11:38:25;GBPUSD;770523;89;0;0.23;1.36019;-1.49
2026.03.27 12:42:42;GBPUSD;770523;93;1;0.20;1.32953;-242.76
2026.04.08 14:02:42;GBPUSD;770523;96;1;0.12;1.34815;81.84
2026.04.08 19:32:41;GBPUSD;770523;96;1;0.13;1.34013;-0.30
2026.04.10 14:00:00;GBPUSD;770523;97;1;0.25;1.34580;74.68
2026.04.12 22:15:16;GBPUSD;770523;97;1;0.26;1.33904;-73.34
2026.05.14 14:42:52;GBPUSD;770523;102;0;0.26;1.34897;75.51
2026.05.14 17:21:40;GBPUSD;770523;103;0;0.54;1.34516;240.67
2026.05.15 01:43:13;GBPUSD;770523;102;0;0.27;1.33761;341.38
2026.05.15 06:11:13;GBPUSD;770523;103;0;0.55;1.33565;694.05
2026.05.26 08:05:38;GBPUSD;770523;108;1;0.58;1.34668;-173.58
2026.05.28 02:32:02;GBPUSD;770523;111;0;0.35;1.34095;103.14
2026.05.28 15:13:54;GBPUSD;770523;111;0;0.36;1.34458;-6.37
2026.06.03 14:20:31;GBPUSD;770523;115;1;0.75;1.34254;-251.54
2026.06.17 19:00:02;GBPUSD;770523;118;1;0.47;1.33754;-309.94
