Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLBufferPips,InpUsaGuardian,InpTF,InpStMult,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingExpiryBars,InpSLLookback,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
0,113.13,1.59338,1.29758,1.12972,2.95699,0.9942,71,3,1,16385,3,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127A SLBUF,779410,0,0
4,119.30,1.72899,1.40199,1.61478,3.80067,0.7248,69,1503,1,16385,3,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127A SLBUF,779410,0,0
1,138.46,1.95014,1.40217,1.52455,3.71838,0.9006,71,378,1,16385,3,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127A SLBUF,779410,0,0
5,135.04,1.95710,1.46477,1.82783,4.30170,0.7237,69,1878,1,16385,3,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127A SLBUF,779410,0,0
2,152.01,2.17157,1.45922,2.03876,4.31202,0.7403,70,753,1,16385,3,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127A SLBUF,779410,0,0
6,140.49,2.03609,1.52283,2.07457,4.86587,0.6648,69,2253,1,16385,3,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127A SLBUF,779410,0,0
3,152.44,2.17771,1.46702,2.06335,4.41290,0.7224,70,1128,1,16385,3,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127A SLBUF,779410,0,0
7,103.78,1.50406,1.40052,1.54503,3.64529,0.6619,69,2628,1,16385,3,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127A SLBUF,779410,0,0
8,120.02,1.73942,1.48271,1.78814,4.24481,0.6607,69,3003,1,16385,3,10,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,R127A SLBUF,779410,0,0
