Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpBEatR,InpUsaGuardian,InpSessionHour,InpSessionMin,InpRangeMinutes,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpMaxPosSimbolo,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpOCTimeframe,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpDelayMinutes,InpDelayDirMode,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpUseTrailing,InpTrailStartR,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpMagic,InpMaxSpread,InpVerbose
0,2241.62,30.29216,1.22173,0.48667,6.78769,5.6726,74,-1.0062,-2379,-2379.46,0.00,1,14,30,35,17,30,1,1,0,2,0,16385,60,1000,0,120,1,0,0,0,400,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,0,789540,0,1
1,1139.08,16.75118,1.28819,0.49091,6.78860,2.8638,68,-1.0028,-93,-1115.67,0.15,1,14,30,35,17,30,1,1,0,2,0,16385,60,1000,0,120,1,0,0,0,400,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,0,789540,0,1
2,1152.81,16.23676,1.18134,0.31778,4.70211,4.4115,71,-1.0050,-910,-1668.67,0.30,1,14,30,35,17,30,1,1,0,2,0,16385,60,1000,0,120,1,0,0,0,400,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,0,789540,0,1
3,-1053.09,-14.42589,0.88635,-0.24660,-3.94445,5.2954,73,-1.0059,-1637,-1636.72,0.45,1,14,30,35,17,30,1,1,0,2,0,16385,60,1000,0,120,1,0,0,0,400,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,0,789540,0,1
4,1875.30,25.00400,1.20045,0.51510,6.22272,4.5114,75,-1.0052,-1637,-1636.72,0.60,1,14,30,35,17,30,1,1,0,2,0,16385,60,1000,0,120,1,0,0,0,400,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,0,789540,0,1
5,2299.99,30.66653,1.24497,0.61964,7.57037,4.5881,75,-1.0079,-1643,-1642.52,0.75,1,14,30,35,17,30,1,1,0,2,0,16385,60,1000,0,120,1,0,0,0,400,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,0,789540,0,1
6,2232.70,29.76933,1.22052,0.50499,6.94649,5.4463,75,-1.0055,-2388,-2388.37,0.90,1,14,30,35,17,30,1,1,0,2,0,16385,60,1000,0,120,1,0,0,0,400,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,500,0,0,1.5,20,0,20,1,0,789540,0,1
