Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpOrder1Atr,InpOrder2Atr,InpTP_RR,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose
13,-980.49,-1.96491,0.73929,-0.75008,-5.00000,12.6583,499,0.25,0.2,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
2,-896.74,-1.64238,0.77678,-0.76895,-4.55215,11.3559,546,0.20,0.2,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
20,-738.14,-1.27706,0.82331,-0.69482,-3.20092,10.2898,578,0.10,0.2,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
23,-902.10,-1.80420,0.76210,-0.71164,-4.55375,12.2294,500,0.25,0.2,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
8,-1091.08,-2.40857,0.71761,-0.73886,-5.00000,14.2187,453,0.25,0.3,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
11,-948.80,-1.74412,0.76048,-0.80955,-4.55868,11.4642,544,0.15,0.2,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
17,-1103.89,-2.19026,0.71903,-0.80016,-5.00000,13.4258,504,0.20,0.3,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
5,-824.29,-1.54942,0.80468,-0.64296,-4.14161,12.2591,532,0.10,0.3,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
14,-921.18,-1.79567,0.74930,-0.74533,-4.78776,11.9822,513,0.30,0.2,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
24,-843.45,-1.64095,0.77230,-0.70502,-4.23303,11.5557,514,0.30,0.2,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
25,-940.75,-1.75513,0.77629,-0.73973,-4.19880,12.3100,536,0.10,0.3,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
26,-952.95,-1.90210,0.76154,-0.77577,-4.57177,11.9546,501,0.15,0.3,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
27,-976.91,-1.93065,0.75401,-0.75836,-4.65220,12.4930,506,0.20,0.3,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
28,-983.81,-2.15748,0.74042,-0.73026,-5.00000,12.9997,456,0.25,0.3,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
29,-917.02,-1.96364,0.75236,-0.73029,-4.78895,12.1456,467,0.30,0.3,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
