Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP_RR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose
6,1031.19,10.52235,3.28529,3.74461,6.05723,2.6742,98,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
5,75.02,0.55985,1.04946,0.08483,0.45044,8.4284,134,16387,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
1,-1860.49,-1.66412,0.85102,-0.85918,-2.83722,21.4968,1118,20,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
0,-2365.21,-1.81520,0.84390,-0.67983,-3.21639,31.4661,1303,15,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
7,-69.12,-1.60744,0.77312,-0.26239,-1.30171,2.6250,43,16390,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
4,1144.36,4.70930,1.46081,1.52480,4.17585,6.5166,243,16386,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
2,-1281.67,-1.42725,0.87696,-0.79130,-2.09666,15.7621,898,30,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
3,-166.15,-0.34187,0.97020,-0.18076,-0.41186,8.6873,486,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
10,194.31,16.24083,336.01724,2.27983,2.63204,0.8455,12,16408,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
8,97.58,4.06583,1.32365,0.33502,1.54023,2.8978,24,16392,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
9,57.33,5.21182,1.48816,0.39101,0.42276,1.4577,11,16396,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
