Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpOrder1Atr,InpOrder2Atr,InpTP_RR,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose
13,1978.48,4.10473,1.46949,2.04515,7.27920,8.4454,482,0.25,0.2,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
1,2305.65,5.27609,1.53391,2.78379,9.13208,7.0258,437,0.15,0.2,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
10,2238.24,5.11014,1.48700,2.44924,8.01573,7.8430,438,0.10,0.2,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
22,2340.76,4.89699,1.53873,2.43913,8.25435,8.2277,478,0.20,0.2,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
7,2065.70,4.72700,1.52146,2.90878,8.69284,6.0891,437,0.20,0.3,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
4,1872.58,3.88502,1.45969,2.33038,7.52840,7.0946,482,0.30,0.2,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
20,2393.41,5.40273,1.52865,2.59721,8.32633,7.8790,443,0.10,0.2,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
17,2090.13,4.70750,1.51760,2.50456,8.08976,7.2138,444,0.20,0.3,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
14,1820.14,3.68449,1.43656,1.96932,6.67527,8.2000,494,0.30,0.2,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
2,2371.70,5.16710,1.56527,2.85352,9.44736,7.1211,459,0.20,0.2,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
11,2133.40,4.69912,1.47597,2.24287,7.71917,8.1609,454,0.15,0.2,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
23,2056.10,4.21332,1.48630,2.10642,7.38552,8.4982,488,0.25,0.2,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
8,1916.68,4.29749,1.50023,2.63849,8.14619,6.3186,446,0.25,0.3,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
5,2452.77,6.10142,1.60538,3.42719,10.15497,5.9734,402,0.10,0.3,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
24,1897.67,3.79534,1.45148,2.03597,6.73945,8.2255,500,0.30,0.2,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
25,2489.95,5.90036,1.59923,2.94948,8.96895,7.1152,422,0.10,0.3,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
26,2136.21,4.87719,1.51718,2.53286,7.92482,7.2211,438,0.15,0.3,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
27,2156.81,4.76117,1.53175,2.57232,8.06333,7.2164,453,0.20,0.3,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
28,2095.40,4.52570,1.53140,2.45751,7.83861,7.4232,463,0.25,0.3,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
29,2062.12,4.35966,1.52702,2.32294,7.59483,7.6706,473,0.30,0.3,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
