Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpOrder1Atr,InpOrder2Atr,InpTP_RR,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose
15,2411.06,5.85209,1.58102,2.87490,9.05548,7.1022,412,0.10,0.3,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
18,1948.56,4.31097,1.49598,2.27527,7.59423,7.4874,452,0.25,0.3,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
6,2019.26,4.78498,1.49970,2.81556,8.43683,6.1313,422,0.15,0.3,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
0,2392.85,5.72452,1.53983,2.99724,9.46319,6.7689,418,0.10,0.2,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
3,2036.69,4.33338,1.49435,2.40712,8.20637,7.3441,470,0.25,0.2,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
9,1889.60,4.10783,1.49318,2.48051,7.93527,6.5806,460,0.30,0.3,1.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
21,2311.72,5.03643,1.52722,2.43047,8.12145,8.1340,459,0.15,0.2,2.5,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
12,2248.96,4.77486,1.51838,2.34347,8.18385,8.2470,471,0.20,0.2,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
19,1994.00,4.29741,1.51596,2.26926,7.64078,7.6259,464,0.30,0.3,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
16,2074.49,4.84694,1.50555,2.47996,7.99900,7.1930,428,0.15,0.3,2.0,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,1,6,1,1,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
