Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP_RR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose
0,-5463.72,-2.82509,0.69926,-0.98764,-5.00000,55.1055,1934,15,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
7,58.73,0.62479,1.06211,0.13231,0.45758,4.4092,94,16390,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
1,-3261.78,-1.96020,0.79651,-0.95113,-5.00000,34.1357,1664,20,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
4,48.32,0.18443,1.01803,0.04861,0.23885,9.7685,262,16386,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
5,38.14,0.19660,1.01841,0.07303,0.21327,5.1490,194,16387,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
3,-930.64,-1.59084,0.85537,-0.68695,-3.35226,13.1483,585,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
2,490.73,0.42635,1.04175,0.65535,1.16624,7.3824,1151,30,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
6,24.88,0.18848,1.01764,0.03857,0.14691,6.3935,132,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
8,583.06,5.50057,1.89474,1.77854,3.92700,3.2392,106,16392,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
10,127.91,3.11976,1.32513,0.44307,1.80563,2.7927,41,16408,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
9,-24.46,-0.45296,0.95751,-0.08308,-0.23651,2.9250,54,16396,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
