Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpEmaPeriod,InpEma14Period,InpAtrPeriod,InpMinDistAtr,InpMaxDistAtr,InpUseEma14Bias,InpAllowLong,InpAllowShort,InpUseAdrFilter,InpAdrDays,InpAdrDistMin,InpAdrDistMax,InpOrder1Atr,InpOrder2Atr,InpUseOrder2,InpPendingExpiryBars,InpSLatr,InpMinRR,InpTP_RR,InpTP1_ATRmult,InpTP1Pct,InpBreakeven,InpUseTrailing,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose
1,-2734.21,-4.26554,0.62398,-0.93701,-5.00000,29.1006,641,20,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
0,-1587.36,-2.24521,0.82799,-0.64749,-3.47787,23.0373,707,15,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
2,53.07,0.10875,1.00944,0.05371,0.14358,9.4216,488,30,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
5,-223.44,-3.19200,0.75895,-0.45733,-2.92888,4.7853,70,16387,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
3,-350.26,-1.38443,0.86254,-0.38979,-1.79039,8.5187,253,16385,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
7,-0.78,-0.02516,0.99740,-0.00417,-0.01966,1.8612,31,16390,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
6,-98.63,-2.01286,0.82748,-0.35308,-1.23950,2.7823,49,16388,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
4,-857.45,-9.32011,0.43305,-0.93816,-5.00000,9.1018,92,16386,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
8,101.74,5.35474,1.53794,0.85288,2.48399,1.1820,19,16392,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
9,169.49,33.91800,1695.90000,3.28215,0.61407,0.5163,5,16396,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
10,0.00,0.00000,0.00000,0.00000,0.00000,0.0000,0,16408,200,14,14,0.3,1.5,1,1,1,0,50,0,0.8,0.1,0.35,1,6,1,1,2,0,50,1,1,0,19,0,1,0,0,abtg_news.csv,3,60,30,0,,EMA200,0,20,771501,0,1
