Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpRangeMinutes,InpDelayMinutes,InpDelayDirMode,InpTrailFixedPts,InpSessionHour,InpSessionMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpMagic,InpMaxSpread,InpVerbose
263,3957.51,17.82662,1.98741,0.91354,7.20749,4.0579,222,60,15,1,300,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
581,2190.88,8.90602,1.16200,0.30221,2.52062,6.7143,246,30,15,1,600,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
425,-9320.98,-76.40148,0.39032,-0.75222,-5.00000,12.1422,122,30,45,2,400,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
252,3957.51,17.82662,1.98741,0.91354,7.20749,4.0579,222,5,15,1,300,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
373,-1559.01,-7.05434,0.84236,-0.25331,-3.34045,5.9671,221,10,30,1,400,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
452,908.78,10.21101,1.31972,0.30688,4.38497,2.8796,89,45,30,0,500,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
193,-816.00,-6.68852,0.80382,-0.23087,-3.50774,3.4520,122,10,30,2,200,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
612,428.10,2.83510,1.04111,0.08428,0.74168,4.8947,151,5,15,2,600,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
84,-3765.77,-28.52856,0.45231,-0.60132,-5.00000,6.1133,132,5,30,2,100,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
0,1187.89,13.65391,15.09791,1.17487,11.90390,1.0029,87,5,15,0,100,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
331,1545.33,17.36326,1.75392,0.67235,9.73570,2.2662,89,40,15,0,400,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
216,2644.26,30.04841,142.63149,2.58542,23.14082,1.0019,88,5,15,0,300,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
364,4818.34,21.04079,1.79929,1.14586,7.68674,3.9087,229,25,15,1,400,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
360,4818.34,21.04079,1.79929,1.14586,7.68674,3.9087,229,5,15,1,400,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
36,3146.04,14.49788,4.20966,1.89562,8.49356,1.6046,217,5,15,1,100,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
648,-1069.69,-11.50204,0.83544,-0.25628,-3.63763,4.0875,93,5,15,0,700,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
480,-107.18,-0.47425,0.98930,-0.01789,-0.20507,5.7354,226,5,30,1,500,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
764,-445.70,-4.59485,0.93184,-0.10675,-1.47519,4.0635,97,45,15,0,800,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
108,2084.72,23.69000,28.57201,2.07797,19.16773,0.9866,88,5,15,0,200,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
540,-1208.89,-13.14011,0.81317,-0.29624,-4.21602,4.0041,92,5,15,0,600,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
756,-445.70,-4.59485,0.93184,-0.10675,-1.47519,4.0635,97,5,15,0,800,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
324,1545.33,17.36326,1.75392,0.67235,9.73570,2.2662,89,5,15,0,400,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
432,318.39,3.57742,1.07831,0.13094,1.68191,2.3887,89,5,15,0,500,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
48,-1532.35,-7.12721,0.73917,-0.35545,-4.41035,4.2027,215,5,30,1,100,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
451,908.78,10.21101,1.31972,0.30688,4.38497,2.8796,89,40,30,0,500,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
368,4818.34,21.04079,1.79929,1.14586,7.68674,3.9087,229,45,15,1,400,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
180,2429.44,18.40485,2.11428,0.90395,9.75180,2.5839,132,5,15,2,200,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
463,-11959.71,-131.42538,0.19314,-0.95218,-5.00000,12.5025,91,40,45,0,500,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
72,747.28,5.74831,1.34257,0.28159,3.23822,2.5920,130,5,15,2,100,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
156,-3917.86,-18.13824,0.59792,-0.57876,-5.00000,6.6404,216,5,30,1,200,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
376,-1559.01,-7.05434,0.84236,-0.25331,-3.34045,5.9671,221,25,30,1,400,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
348,-12011.41,-131.99352,0.19090,-0.94587,-5.00000,12.6317,91,5,45,0,400,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
468,3137.62,13.35157,1.31028,0.55912,4.39655,5.2299,235,5,15,1,500,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
667,-4136.67,-46.47944,0.48564,-0.74196,-5.00000,5.5472,89,40,30,0,700,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
804,-8399.81,-35.59242,0.61858,-0.78062,-5.00000,10.6564,236,5,30,1,800,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
144,5544.98,25.31954,6.99095,3.17110,13.55243,1.6538,219,5,15,1,200,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
679,-14390.78,-156.42152,0.17563,-0.98666,-5.00000,14.5695,92,40,45,0,700,8,0,17,30,1,1,4,2,16408,60,200,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,1,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,0,770101,0,1
