Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpRangeMinutes,InpBufferPoints,InpTrailFixedPts,InpSessionHour,InpSessionMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpMagic,InpMaxSpread,InpVerbose
271,-9380.73,-21.03303,0.89268,-0.57870,-5.00000,16.0601,446,40,300,600,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
335,-19863.80,-45.98102,0.76550,-0.81554,-5.00000,24.0413,432,60,400,700,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
223,-10199.21,-23.23282,0.86737,-0.65346,-5.00000,15.3868,439,40,300,500,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
72,-31737.13,-71.48002,0.55342,-0.98566,-5.00000,32.1989,444,5,300,200,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
252,-22575.21,-47.52676,0.79469,-0.80131,-5.00000,27.2236,475,5,200,600,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
324,-21558.93,-44.35994,0.81866,-0.74849,-5.00000,27.5426,486,5,400,700,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
0,-36472.60,-82.89227,0.39885,-0.98765,-5.00000,36.9286,440,5,100,100,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
148,-17834.16,-40.53218,0.73454,-0.75330,-5.00000,23.4577,440,25,100,400,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
96,-32485.09,-72.34987,0.58788,-0.95306,-5.00000,33.8216,449,5,100,300,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
216,-26457.13,-56.65338,0.73806,-0.85899,-5.00000,29.9775,467,5,300,500,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
228,-26457.13,-56.65338,0.73806,-0.85899,-5.00000,29.9775,467,5,400,500,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
283,-9380.73,-21.03303,0.89268,-0.57870,-5.00000,16.0601,446,40,400,600,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
107,-22412.14,-54.13560,0.61689,-0.91120,-5.00000,24.3604,414,60,100,300,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
260,-12079.75,-27.51651,0.85075,-0.57955,-5.00000,20.5767,439,45,200,600,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
240,-22575.21,-47.52676,0.79469,-0.80131,-5.00000,27.2236,475,5,100,600,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
367,-7881.61,-17.02292,0.92262,-0.56364,-5.00000,13.3500,463,40,300,800,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
115,-21956.04,-51.66127,0.63588,-0.90537,-5.00000,23.9111,425,40,200,300,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
92,-19671.98,-46.94983,0.61364,-0.91975,-5.00000,21.2152,419,45,400,200,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
79,-18750.46,-44.32733,0.62655,-0.91981,-5.00000,20.2094,423,40,300,200,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
8,-20137.70,-48.06134,0.51503,-0.85032,-5.00000,23.5793,419,45,100,100,8,0,17,30,1,1,3,0,16385,60,120,1,1,0,0,0,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,2,1,2,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,770101,0,1
