Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpEngulfLookback,InpMagic,InpSymbols,InpTF,InpMaxTotalPositions,InpAllowTwoCandle,InpMinEngulfBodyPct,InpAllowLong,InpAllowShort,InpEZ1ratio,InpEZ2ratio,InpSLratio,InpUseEZ2,InpMinDistPips,InpAtrPeriod,InpMaxEngulfAtr,InpPendingExpiryBars,InpSLbufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpUseTrailing,InpTrailAtrMult,InpRiskPercent,InpFirstFraction,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpFridayClose,InpFridayCloseHour,InpFridayCloseMin,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpComment,InpMaxSpread,InpVerbose
0,116.81,1.42451,1.09264,0.31078,0.61498,3.7356,82,8,772002,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
3,116.81,1.42451,1.09264,0.31078,0.61498,3.7356,82,8,772003,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
2,-407.44,-5.50595,0.69912,-0.68914,-2.20141,5.8761,74,16,772002,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
1,-240.98,-3.12961,0.81948,-0.42243,-1.22748,5.6697,77,12,772002,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
4,-240.98,-3.12961,0.81948,-0.42243,-1.22748,5.6697,77,12,772003,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
5,-407.44,-5.50595,0.69912,-0.68914,-2.20141,5.8761,74,16,772003,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
