Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpEngulfLookback,InpMagic,InpSymbols,InpTF,InpMaxTotalPositions,InpAllowTwoCandle,InpMinEngulfBodyPct,InpAllowLong,InpAllowShort,InpEZ1ratio,InpEZ2ratio,InpSLratio,InpUseEZ2,InpMinDistPips,InpAtrPeriod,InpMaxEngulfAtr,InpPendingExpiryBars,InpSLbufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpUseTrailing,InpTrailAtrMult,InpRiskPercent,InpFirstFraction,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpFridayClose,InpFridayCloseHour,InpFridayCloseMin,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpComment,InpMaxSpread,InpVerbose
3,118.46,1.44463,1.09409,0.31522,0.62913,3.7350,82,8,772003,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
0,118.46,1.44463,1.09409,0.31522,0.62913,3.7350,82,8,772002,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
5,-407.65,-5.50878,0.69902,-0.68991,-2.21594,5.8725,74,16,772003,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
4,-241.19,-3.13234,0.81935,-0.42307,-1.23646,5.6661,77,12,772003,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
1,-241.19,-3.13234,0.81935,-0.42307,-1.23646,5.6661,77,12,772002,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
2,-407.65,-5.50878,0.69902,-0.68991,-2.21594,5.8725,74,16,772002,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
