Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpEngulfLookback,InpMagic,InpSymbols,InpTF,InpMaxTotalPositions,InpAllowTwoCandle,InpMinEngulfBodyPct,InpAllowLong,InpAllowShort,InpEZ1ratio,InpEZ2ratio,InpSLratio,InpUseEZ2,InpMinDistPips,InpAtrPeriod,InpMaxEngulfAtr,InpPendingExpiryBars,InpSLbufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpUseTrailing,InpTrailAtrMult,InpRiskPercent,InpFirstFraction,InpUseCutoff,InpCutoffHour,InpCutoffMin,InpFridayClose,InpFridayCloseHour,InpFridayCloseMin,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpComment,InpMaxSpread,InpVerbose
3,-385.83,-5.35875,0.69613,-0.82321,-2.17658,4.6538,72,8,772003,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
0,-385.83,-5.35875,0.69613,-0.82321,-2.17658,4.6538,72,8,772002,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
2,-540.64,-6.51373,0.64083,-0.86711,-2.62657,6.1910,83,16,772002,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
4,-420.80,-5.32658,0.69115,-0.83548,-2.12310,5.0011,79,12,772003,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
5,-540.64,-6.51373,0.64083,-0.86711,-2.62657,6.1910,83,16,772003,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
1,-420.80,-5.32658,0.69115,-0.83548,-2.12310,5.0011,79,12,772002,GBPUSD;USDJPY;EURUSD,16388,1,1,25,1,1,1.88,2.88,4.236,1,50,14,3,6,3,1,50,1,1,2,1,0.3333,1,17,45,1,21,50,0,abtg_news.csv,3,60,30,0,FIBOH4,0,1
