Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,Barre Valutate,Sedute con IB,Rottura Long,Rottura Short,Ritorno Long,Ritorno Short,Segnale Long,Segnale Short,Long,Short,Stop Mediano Punti,Stop Da Pivot,Lotto Al Minimo,Reject,Flat Chiusure,InpMagic,InpUsaGuardian,InpIbInizioOra,InpIbInizioMin,InpIbFineOra,InpIbFineMin,InpSmaLen,InpPivot,InpStopBufferPunti,InpInvalidaSuIbOpposto,InpMaxIbPunti,InpUsaFiltroHTF,InpHtfMinuti,InpHtfMaLen,InpAllowLong,InpAllowShort,InpCutoffOra,InpCutoffMin,InpUsaFlatSeduta,InpGoFlatOra,InpGoFlatMin,InpMinStopPts,InpMT5PerPuntoIndice,InpRR,InpBEatR,InpRiskPercent,InpMaxSpreadPctOfStop,InpMaxTradesPerDay,InpComment,InpVerbose
0,-364.88,-6.88453,0.69663,-0.46579,-4.30740,7.6123,53,-0.6379,-140,-243.99,2903,272,189,167,123,107,47,40,27,26,219.10,25,1,7,33,772900,1,14,30,15,30,9,2,2,0,0,0,240,9,1,1,20,0,1,21,0,25,100,2,0,0.65,2.5,1,IBRT,1
1,-364.88,-6.88453,0.69663,-0.46579,-4.30740,7.6123,53,-0.6379,-140,-243.99,2903,272,189,167,123,107,47,40,27,26,219.10,25,1,7,33,772950,1,14,30,15,30,9,2,2,0,0,0,240,9,1,1,20,0,1,21,0,25,100,2,0,0.65,2.5,1,IBRT,1
