Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,Barre Valutate,Sedute con IB,Rottura Long,Rottura Short,Ritorno Long,Ritorno Short,Segnale Long,Segnale Short,Long,Short,Stop Mediano Punti,Stop Da Pivot,Lotto Al Minimo,Reject,Flat Chiusure,InpMagic,InpUsaGuardian,InpIbInizioOra,InpIbInizioMin,InpIbFineOra,InpIbFineMin,InpSmaLen,InpPivot,InpStopBufferPunti,InpInvalidaSuIbOpposto,InpMaxIbPunti,InpUsaFiltroHTF,InpHtfMinuti,InpHtfMaLen,InpAllowLong,InpAllowShort,InpCutoffOra,InpCutoffMin,InpUsaFlatSeduta,InpGoFlatOra,InpGoFlatMin,InpMinStopPts,InpMT5PerPuntoIndice,InpRR,InpBEatR,InpRiskPercent,InpMaxSpreadPctOfStop,InpMaxTradesPerDay,InpComment,InpVerbose
1,-83.97,-0.78477,0.96493,-0.15288,-0.49591,5.2515,107,-0.6773,-250,-249.97,6371,267,196,204,153,159,79,87,56,51,110.60,88,2,49,68,772950,1,8,0,9,0,9,2,2,0,0,0,240,9,1,1,20,0,1,21,0,25,100,2,0,0.65,2.5,1,IBRT,1
0,-83.97,-0.78477,0.96493,-0.15288,-0.49591,5.2515,107,-0.6773,-250,-249.97,6371,267,196,204,153,159,79,87,56,51,110.60,88,2,49,68,772900,1,8,0,9,0,9,2,2,0,0,0,240,9,1,1,20,0,1,21,0,25,100,2,0,0.65,2.5,1,IBRT,1
