Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpExitMode,InpAllowLong,InpAllowShort,InpTF,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
7,-1951.77,-10.49339,0.81474,-0.69046,-3.19224,26.7608,186,-2.1791,-851,-851.09,1,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
3,-649.92,-3.23343,0.91582,-0.33715,-1.45620,17.9274,201,-1.6592,-399,-398.62,0,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
8,-3603.10,-19.16543,0.58562,-0.80371,-4.94654,41.3093,188,-5.8785,-873,-872.84,2,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
9,-2031.16,-6.97993,0.82961,-0.68189,-2.78721,28.4904,291,-3.0364,-637,-637.32,0,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
6,-2881.18,-14.92839,0.66549,-0.77724,-5.00000,36.0537,193,-3.3371,-1033,-1033.32,0,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
4,-665.03,-3.34186,0.94635,-0.24697,-0.77007,22.5585,199,-2.5902,-1296,-1295.82,1,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
5,538.07,2.73132,1.04638,0.19080,0.42854,21.1798,197,-3.9679,-1258,-1258.22,2,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
10,-250.45,-0.93451,0.98494,-0.08708,-0.21160,23.1277,268,-3.0599,-969,-969.07,1,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
11,-3247.56,-8.43522,0.83225,-0.67627,-1.84354,41.7327,385,-5.7542,-1024,-1024.46,2,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
