Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpExitMode,InpAllowLong,InpAllowShort,InpTF,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
8,-8737.63,-23.74356,0.22617,-0.98027,-5.00000,87.8295,368,-6.9910,-1896,-1896.31,2,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
3,-4497.65,-18.43299,0.51275,-0.98578,-5.00000,45.3311,244,-2.7180,-848,-847.91,0,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
7,-7946.56,-22.38468,0.40496,-0.97567,-5.00000,80.1212,355,-3.1091,-827,-847.71,1,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
4,-7370.08,-15.74803,0.54671,-0.99082,-5.00000,73.8792,468,-4.1214,-766,-766.08,1,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
5,-8921.24,-15.54223,0.34666,-0.99992,-5.00000,89.2131,574,-7.9822,-811,-810.71,2,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
9,-7095.48,-17.65045,0.46050,-0.99685,-5.00000,71.1502,402,-2.2935,-364,-850.56,0,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
6,-5940.47,-24.44638,0.42268,-0.99385,-5.00000,59.7720,243,-2.8596,-592,-1025.06,0,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
10,-8930.07,-13.90977,0.54645,-0.97139,-5.00000,89.8608,642,-5.4787,-385,-716.74,1,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
11,-9870.83,-14.43104,0.27549,-0.99825,-5.00000,98.7180,684,-27.6017,-1206,-1205.77,2,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
