Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpExitMode,InpAllowLong,InpAllowShort,InpTF,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
3,-5762.29,-16.70229,0.56186,-0.98891,-5.00000,57.8949,345,-3.0010,-556,-688.11,0,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
8,-8605.32,-15.76066,0.53988,-0.99831,-5.00000,86.0735,546,-3.3356,-1109,-1109.39,2,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
6,-8681.86,-18.23920,0.41147,-0.98764,-5.00000,86.9603,476,-2.9097,-505,-1306.53,0,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
5,-8684.13,-13.98411,0.54638,-0.98688,-5.00000,87.2050,621,-4.1503,-1520,-1520.47,2,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
9,-9208.16,-13.72304,0.45562,-0.99792,-5.00000,92.0968,671,-3.7578,-223,-789.72,0,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
7,-9186.71,-16.55263,0.42249,-0.99036,-5.00000,91.9392,555,-3.3123,-1505,-1505.02,1,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
4,-8337.86,-16.15864,0.53999,-0.98880,-5.00000,83.5655,516,-3.1668,-1422,-1421.88,1,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
10,-9632.47,-12.19300,0.46013,-0.99067,-5.00000,96.3577,790,-4.3214,-1078,-1319.92,1,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
11,-9778.96,-8.37957,0.57272,-0.99081,-5.00000,97.8095,1167,-5.0245,-1278,-1277.61,2,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
