Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpExitMode,InpAllowLong,InpAllowShort,InpTF,InpTP_R,InpSLBufferATR,InpAtrPeriod,InpMinRangeATR,InpMaxBarsHold,InpWarmupBars,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
3,-6908.96,-10.53195,0.64331,-0.98031,-5.00000,69.5126,656,-2.6098,-375,-407.05,0,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
6,-5123.79,-7.02852,0.79816,-0.92192,-3.70316,54.8660,729,-4.3229,-535,-542.38,0,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
5,-7552.71,-12.69363,0.62038,-0.94802,-4.88593,77.0317,595,-8.7345,-1404,-1404.03,2,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
7,-3408.35,-5.35904,0.90002,-0.61324,-1.62879,50.4446,636,-3.9369,-990,-1141.42,1,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
4,-7283.82,-12.20070,0.71579,-0.98131,-5.00000,73.2099,597,-2.6155,-1144,-1144.43,1,1,0,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
10,-7377.06,-8.17856,0.79983,-0.94636,-3.61677,75.6744,902,-4.1131,-950,-1136.61,1,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
9,-7784.44,-7.37163,0.71847,-0.97602,-5.00000,78.7360,1056,-4.3482,-422,-590.17,0,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
8,-3191.76,-5.03432,0.91025,-0.46033,-0.95093,54.2415,634,-8.4954,-1356,-1355.78,2,0,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
11,-8323.26,-6.77238,0.79744,-0.79754,-2.65392,87.9504,1229,-9.2496,-554,-1015.29,2,1,1,16385,1.5,0.2,14,0,100,500,0,3,1,772311,COST,1
