Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpUseVolRegime,InpUseSRFilter,InpSessionHour,InpSessionMin,InpRangeMinutes,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpMaxPosSimbolo,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpOCTimeframe,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpDelayMinutes,InpDelayDirMode,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailStartR,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpVolAtrPeriod,InpVolLookback,InpVolLowPct,InpVolHighPct,InpVolLowOffMult,InpVolHighOffMult,InpVolLowSlMult,InpVolHighSlMult,InpVolHighSizeMult,InpSRProximityPts,InpSRUsePrevDay,InpSRUseRoundNumbers,InpSRRoundInterval,InpMagic,InpMaxSpread,InpVerbose
1,397.47,3.97470,1.36032,0.93355,16.24074,4.0614,100,-1.0136,-100,-105.59,1,0,14,30,15,21,45,1,1,0,0,2,16385,60,200,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,0,20,1,1,14,100,20,80,0.7,1.5,0.75,1.5,0.5,1500,1,1,10000,770201,0,1
0,476.33,4.81141,1.26893,0.75993,19.15477,5.7734,99,-1.0324,-217,-217.36,0,0,14,30,15,21,45,1,1,0,0,2,16385,60,200,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,0,20,1,1,14,100,20,80,0.7,1.5,0.75,1.5,0.5,1500,1,1,10000,770201,0,1
2,-56.86,-0.66116,0.96855,-0.08035,-2.43662,6.7961,86,-1.0312,-210,-209.51,0,1,14,30,15,21,45,1,1,0,0,2,16385,60,200,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,0,20,1,1,14,100,20,80,0.7,1.5,0.75,1.5,0.5,1500,1,1,10000,770201,0,1
3,83.72,0.97349,1.07033,0.18510,3.69531,4.3960,86,-1.0257,-146,-146.48,1,1,14,30,15,21,45,1,1,0,0,2,16385,60,200,0,120,1,1,0,0,0,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,0,20,1,1,14,100,20,80,0.7,1.5,0.75,1.5,0.5,1500,1,1,10000,770201,0,1
